"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům","","",""
"Sportovní aktivity","2016","FHT/PHT/030385/2016","Podpora sportovních aktivit HC Kladno","Získané finanční prostředky bychom využili pro vytvoření vhodných podmínek pro činnost sportovního klubu (materiálové vybavení). Finanční prostředky jsou určeny pouze pro děti a mládež (junioři, st. dorost, ml. dorost, 1 – 8 tř. žáci,, přípravka, škola bruslení. Celkem se jedná o 270 dětí ve věkovém rozpětí 4 – 19 let). Tím dojde ke snížení finanční zátěže rodičů stávajících členů a motivace pro nově příchozí. Klub se zabývá sportovními a vzdělávacími aktivitami dětí a mládeže a usilujeme o vytváření tomu odpovídajícímu zázemí. Jsme čekatelé o udělení statusu Akademie ČSLH (tj. splňujeme parametry na jeho přidělení, ale svaz v tuto chvíli nerozšiřuje počet členů). , Prostřednictvím koordinátora spolupracujeme se školami a vzdělávacími institucemi a sledujeme školní prospěch, docházku a osobní disciplínu dětí., ","neschváleno RK","210527","200000","","94.99969125","","",""
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2016","FHT/PHT/030407/2016","Dovybavení skladovacích prostor sociálního podniku Férovka","V rámci projektu ""Dovybavení skladovacích prostor sociálního podniku Férovka"" žádáme o finanční podporu na pořízení 2 mrazicích pultů a skladových regálů do skladovacích prostor restaurace Férovka. , Férovka - rodinná restaurace s programem je sociální podnik založený 1.5.2014, který vytváří pracovní místa pro dlouhodobě nezaměstnané v Milovicích, okr. Nymburk. V současné době zaměstnává 10 osob znevýhodněných na trhu práce. Více viz www.1ferova.cz., Počátkem roku 2016 proběhla v prostorech kuchyně a částečně skladu rekonstrukce za účelem vytvoření nového pracovního místa a pracoviště vlastní pekařské manufaktury v rámci sociálního podniku, kterou jsme hradili částečně z vlastních zdrojů. Vlastní výroba je pro naši restauraci velmi důležitá a je způsobem, jak snižovat vzniklé náklady. Nyní potřebujeme dovybavit prostory skladu, které chceme využít k účelnému skladování vlastních produktů - pořízením 2 mrazících pultů a 4 regálů. Nynější vybavení (chladící pulty) i z důvodu loňských vysokých letních teplot je již zastaralé a nevyhovující nebo zcela chybí (skladovací regály). Sociální podnik Férovka je za dva roky svého působení již z 80% schopný si vydělat na své náklady, část mzdových prostředků přispívá ÚP v rámci vytváření míst pro osoby znevýhodněné na trhu práce. Nicméně zatím nejsme schopni vytvářet větší finanční rezervy. ","neschváleno RK","50000","40000","","80","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/030387/2016","Rekonstrukce zázemí pro SK Nižbor","Předmětem dotace je rekonstrukce zázemí sportovního klubu, které je v provozu již od počátku 20. století a dlouhodobé využívání se na veškerém vybavení podepsalo. Kabiny klubu chátrají, v zázemí je vysoká vlhkost a velmi staré sprchy. V rámci dotace bychom rádi zlepšili podmínky pro naše členy i veřejnost využívající naše prostory. Chceme pořídit nové kabiny pro úschovu osobních věcí hráčů a rádi bychom se zbavili vlhkosti zázemí pomocí odizolování. , , Sport a tělovýchova v Nižboru se rozvíjely již počátkem 20. století. SK se věnuje především fotbalu, tenisku a hokeji. Současné prostory jsou využívány více než 70 let. Součástí klubu je 124 aktivních hráčů. Zastoupení mládeže: starší přípravka, mladší žáci a starší žáci. Všechny týmy se účastní okresních přeborů a mladší žáci se tohoto roku zúčastnili mezinárodního turnaje v Rakousku, kde získali 17. místo. V současné době se členská základna rozšiřuje o tým mladší přípravky. Do žáckých kategorií se přihlašují fotbalisté z okolních vesnic Nižboru., ","neschváleno RK","200000","100000","","50","","",""
"Podpora činnosti","2016","FHT/PHT/030391/2016","Podpora činnosti Dobrovolného svazku obcí ORP Příbram"," Dobrovolný svazek obcí ORP Příbram byl založen na ustavující Valné hromadě, dne 23. září 2015 na základě Smlouvy o zřízení Dobrovolného svazku obcí ORP Příbram (dále jen „svazek“). Zakladateli jsou obce Bohostice, Dolní Hbity, Drásov, Dubno, Hvožďany, Láz, Obecnice, Obory, Pečice, Příbram, Radětice, Sedlice, Vrančice, Vranovice. Svazek byl zapsán na základě rozhodnutí Krajského úřadu Středočeského kraje pod registračním číslem 338/2015/PB do rejstříku dobrovolných svazků obcí, se vznikem dne 26.10. 2015. Hlavní činnost svazku je zaměřena zejména na výkon činností směřujících k systematickému a efektivnímu rozvoji zájmového území, ochranu a prosazování společných zájmů členských obcí a jejich spolupráci při rozvíjení činností týkajících se oblasti školství, oblasti sociální péče, práv shromažďování a odstraňování komunálního odpadu, oblasti rozvoje kultury, požární ochrany, ochrany veřejného pořádku, ochrany životního prostředí, rozvoje cestovního ruchu, podpory podnikání a rozvoje služeb, zajištění dopravní obslužnosti, zabezpečování čistoty obcí, správy veřejné zeleně, zásobování vodou, odvádění a čištění odpadních vod, společných nákupů energií, pomoci při správě majetku členských obcí, propagace svazku a jeho zájmového území, koordinace významných investičních akcí zájmového území, koordinace územního plánování zájmového území. Svazek v současné době sídlí na adrese Tyršova 106, Zámeček -Ernestinum, Příbram. Sídlo Dobrovolného svazku obcí ORP Příbram bylo zvoleno na základě spádového umístění ve městě Příbram v blízkosti Městského úřadu Příbram, kdy je možnost členským obcím zajistit podporu při řešení jejich potřeb v oblasti veřejné správy. Finanční podporou činnosti svazku bude umožněno efektivněji zajistit podporu nejen členským obcím Dobrovolného svazku obcí ORP Příbram v oblasti veřejné správy, ale i jejich občanům a rozšíření služeb svazku. Finanční podpora by byla zaměřena hlavně na provozní náklady svazku a to vodné, stočené, nájemné a dovybavení kanceláře (příloha č. 1 Finanční rozpočet podpory činnosti Dobrovolného svazku obci ORP Příbram). V budoucnosti předpokládáme rozšíření činnosti svazku o další členské obce. K zahájení činnosti svazku došlo teprve v loňském roce a poskytnutí finančního příspěvku svazku, pomůže k dosažení stanovených cílů zakladatelskou smlouvou. ","neschváleno RK","105000","99750","","95","","",""
"Sportovní aktivity","2016","FHT/PHT/030586/2016","Říčanský plavecký pohár škol","Na jaře 2016 jsme připravili první ročník ŘPPŠ pouze pro školy z Říčan a nyní bychom chtěli pohár rozšířit na celou oblast říčanska.  , Součástí naší župy je plavecký klub PLAF Na Fialce v Říčanech. Děti a plavání jsou pro nás každodenní součástí života a proto jsme přišli s akcí pro všechny děti. Naším přáním je zapojit opravdu všechny děti, i ty, jejichž plavecké dovednosti či nechuť k soutěžení by je z běžných závodů vyřadila. ,  Každé pondělí a středu je bazén Na Fialce v čase od 13 do 14 hod rezervován pro cca 5 tříd dětí. V těchto šedesáti minutách si děti ověří své dovednosti spojené s vodou. , Prvořadou disciplínou je samozřejmě plavání, které je měřeno na čas. Je jen na dítěti, jaký zvolí způsob plavání. Délka trati je úměrná věku, žáci prvního stupně základních škol plavou 25 m, žáci druhého stupně a nižších ročníků gymnázií plavou 50 m. Pro žáky, kteří z nejrůznějších důvodů nechtějí závodit v plavání, je připravena soutěž v běhu po mělčině. , Celé klání bude probíhat dle časového harmonogramu po dobu celého školního roku, od října do poloviny června.  Následně bude z každého ročníku vybráno šest nejlepších dívek a šest nejlepších chlapců, kteří se mezi sebou utkají ve finále o vítěze a vítězku každého ročníku. Finále jednotlivých ročníků budou obohaceny o ukázky vodních sportů a setkání se známými sportovci. , Cílem celé akce je přivést do bazénu celou třídu, vytvořit z ní tým, který si navzájem fandí a podporuje se a současně ukázat každému žákovi, že voda je prostředí, ve kterém se dá užít spoustu legrace., Pro školy přímo z Říčan je rezervováno období od října do prosince 2016 a právě pro tuto část ŘPPŠ jsme vytvořili tuto žádost o podporu. Pro každého účastníka – závodníka je připravena „pamětní placka“ s logem akce a pro každou třídu bude vystaven „certifikát účasti třídního týmu“. Po celou dobu průběhu akce budou veškeré výsledky, informace a fotodokumentace zveřejňovány na webové stránce a FB profilu., Do výsledků nebudou započítávány výkony registrovaných plavců, hráčů vodního póla, akvabel, triatlonistů a moderních pětibojařů. Tito závodníci se ŘPPŠ samozřejmě budou účastnit, ale jejich výsledky nebudou zahrnuty do vyhodnocení k finálové účasti., Podporu z rozpočtu kraje požadujeme pouze pro první rozplavby určené pro školy z Říčan v období od října do prosince 2016.","neschváleno RK","220370","200000","","90.75645505","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/030398/2016","Rekonstrukce kapličky","Kompletní oprava kapličky, oprava střechy, vnitřní malby, oprava obvodového zdiva, venkovní fasáda, ","neschváleno RK","73500","69825","","95","","",""
"Kulturní aktivity","2016","FHT/PHT/030406/2016","Rockování","Akce proběhne v jednom dni 20.8.2016. Program a výběr účastníků je připravován vždy s dostatečným předstihem, tak aby byl zajištěn plynulý chod celého festivalu. S přípravami se začíná vždy na začátku roku. Na hlavním pódiu vystoupí 9 kapel. V současné době jsou již známé všechny kapely jak české, tak i zahraniční, které vystoupí na hlavním pódiu. Jejich kompletní seznam je zveřejněn na stránkách www.rockovani.cz. Druhé pódium bude tradičně patřit mladým talentům, kteří se úspěšně prezentovali ve skutečné lize www.skutenaliga.cz. Celkem zde vystoupí 8 kapel. Tato scéna do festivalu přináší něco nového, neotřelého a progresivního. Mladé kapely zde mají možnost získat nové zkušenosti při vystupování na velkých festivalech a koncertech. Festival Rockování se taktéž může pochlubit titulem Čistý festival. Mezi návštěvníky patří i velmi známé osobnosti. Odhadovaná návštěvnost na festivalu je cca 1 200 osob.","neschváleno RK","871000","120000","","13.77726751","","",""
"Podpora činnosti","2016","FHT/PHT/030405/2016","Bezpečnost a aktivní život seniorů na venkově","Cílem projektu je rozvíjet seniorské aktivity, realizované organizací Generace bez hranic, z.ú. od roku 2014. Aktivitami podporujeme úsilí obce o zkvalitňování života a bezpečnost seniorů na venkově a o navazování nových přátelství mezi seniory i z okolních obcí. , Projekt na zvýšení bezpečnosti a finanční gramotnosti seniorů – Cílem je zvýšení informovanosti seniorů a starších osamocených osob v oblasti prevence kriminality a dalších druhů protiprávních jednání. Součástí projektu budou:, -	4 přednášky na téma bezpečnost seniorů v silničním provozu, ochrana před podomními nebo dalšími prodejci, prevence havarijních stavů (např. požárů) a na oblast zvyšování finanční gramotnosti seniorů. Pro přednášky budou zajištěni lektoři - odborníci dle jednotlivých témat (zástupci Městské policie ČR, Policie ČR, Generálního ředitelství HZS a další odborníci). , -	zhotovení a distribuce Desatera pro seniory do domácností, , -	osvětové materiály (kalendáře s vtipnými kresbami a doplněné stručnými, ale výstižnými radami na téma zvýšení bezpečnosti seniorů)., Čtení seniorek (babiček) v mateřské a základní škole v Družci - Pokračování velmi oblíbeného čtení dětem, rozšířené také na předčítání dětem v mateřské školce. Družecké babičky – dobrovolnice, dochází do základní a mateřské školy a v rámci vyučování čtou dětem a hovoří s nimi na různá témata., Spolupráce se seniory z Prahy 1 – Pokračování vzájemného setkávání seniorů Družce a Městské části Prahy 1 spojená s prohlídkou historických míst Prahy, cca 20 seniorů , Poznávací akce - dle výběru seniorů, upřednostňujeme návštěvy historických míst - vždy cca 40 seniorů. Akce mají mezi seniory velký význam, a to nejenom z hlediska lepší finanční dostupnosti, ale především z hlediska zhoršené dostupnosti dopravy na různé akce vzhledem k tomu, že Družec je obec, která nemá přímé napojení do Prahy. Přispívají k zlepšení komunitního života v obci., Hodiny pilátes –  pravidelné cvičení seniorů pod vedením cvičitelky, cca 20 seniorů, Pokračování oblíbeného kursu petanque a účast družeckého oddílu v celostátním turnaji – cca 15 seniorů, Všechny akce předpokládají minimální přesto určité náklady (administrativní, finanční, technické a organizační). Účast na akcích bude nadále nabízena seniorům z ostatních přilehlých obcí, některé ve spolupráci se Základní školou v Družci.  Na podzim r. 2016 a dále i v roce 2017 se bude společnost Generace bez hranic z.ú. zaměřovat hlavně na bezpečnost a zvýšení ochrany seniorů., Informace o aktivitách budou uveřejněny na webových stránkách organizace - www.generacebezhranic.cz, webových stránky obce Družec - www.obecdruzec.cz, ve Zpravodaji obce Družec -  místní periodikum, hlášení místního rozhlasu, prezentace na zasedání zastupitelstva obce., Projekt bude probíhat od září 2016 do června  2017. (Datum ukončení nelze vložit do žádosti.) ","neschváleno RK","107000","90000","","84.11214953","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/030410/2016","Restaurování sochy sv. Jana Nepomuckého","Restaurování sochy sv. Jana Nepomuckého, která je nyní již ve velmi zanedbaném stavu, povede k zajištění originálu a jeho rehabilitaci. , , Významně přispěje i úprava blízkého okolí sochy, především odstranění náletové zeleně. Před započetím oprav sochy obec na vlastní náklady zajistí úpravu terénu a okolní vegetace. Vegetace u sochy sv. Jana Nepomuckého na pozemku o celkové rozloze 1519m2 se bude upravovat v okolí sochy. Úpravy budou provedeny na 400m2, což výrazně zlepší viditelnost a přístupnost sochy pro širokou veřejnost. Úpravy pozemku zahrnují: vysekání náletové zeleně, odstranění keřů, vytahání kořenů, drobné zemní práce - srovnání pozemků s použitím zemědělské techniky - traktoru. Nakonec bude pozemek nově oset trávou., , V zájmu obce je zachování této významné regionální památky, která se váže k její historii. Socha sv. Jana Nepomuckého je významným cílem pro návštěvníky obce, turisty a odbornou veřejnost a je dominantou krajiny. Neodmyslitelným faktem je její zařazení do souboru soch jedinečné barokní symboliky v krajině. Obec Klášterní Skalice v červnu 2013 potkaly ničivé povodně. Obec vložila finanční prostředky do rozsáhlých oprav v obci. Z toho důvodu již nezbývají finanční prostředky na plánovanou opravu sochy. Socha se nenachází v záplavové oblasti, nehrozí riziko tohoto poškození., , Postup prací:, , 1) Předběžné zpevnění narušených partií, mechanické čištění, šetrné odstranění nevhodných a dožitých doplňků, snímání krust, pomocí zábalů komplexonové pasty v několika cyklech., , 2) Odsolení, celkové zpevnění, injektáž prasklin, přespárování vápennou směsí, plastické doplnění chybějících částí, provedení makety paprskovité svatozáře., , 3) Lokální barevné retuše, preventivní biocidní ošetření, hydrofobizace, zpracování závěrečné restaurátorské zprávy včetně fotodokumentace.","neschváleno RK","269330","150000","","55.69375859","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/030411/2016","Oprava antukových hřišť","TJ Slavoj je Tělovýchovná jednota, které se zabývá rozvojem atletiky, basketbalu, biliardu, nohejbalu, sálové kopané, skateboardingu, tenisu, triatlonu, turistiky a volejbalu v Českém Brodě. TJ si svým přístupem k dalším subjektům (Město, školy, NNO, OTS apod.) upevnila pozici seriózního partnera v oblasti sportovního využití volného času a naplňování Strategického plánu rozvoje Města, na jehož realizaci v podobě akčního plánu na období dvou let se podíleli zástupci TJ. , Součástí areálu patřícího TJ Slavoj je sportovní hala s krytými běžeckými drahami, tenisové kurty, sauna, vířivka, klubovna a ubytovna. TJ Slavoj poskytuje svým příznivcům široký rozsah služeb, včetně pronájmu veškerých prostor.  , Díky finančním dotacím z města se mohla jednota zaměřit na podporu dobrovolných trenérů, všeobecné přípravě dětí a podpoře stále rostoucí základně dětí a mládeže, která v roce 2015 činila 455 členů. Sportovci jednoty dosahují významných úspěchů. Veškeré oddíly mají silné zázemí v rekreačních složkách svých oddílů., Předmětem čerpání dotace je rekonstrukce stávajících 3 antukových hřišť v komplexu tenisového areálu TJ Slavoj Český Brod z. s. Získání dotace by nám pomohlo zkvalitnit povrch tenisových kurtů a zlepšit tím sportovní podmínky pro výchovu dětí a mládeže našeho oddílu. , Veškeré naše finanční prostředky a spoustu času a energie investujeme do výchovy naší členské základny. Dbáme na všestrannost sportovní přípravy dětí i mládeže a klademe důraz na regenerace a rehabilitace. Mezi našimi trenéry jsou profesionálové a studenti FTVS, abychom tréninky dětí a mládeže ve všech našich oddílech vedli kvalifikovaným a citlivým způsobem s ohledem na rozvoj a vývoj svalové a pohybové soustavy dětí. Rekonstrukcí hřišť umožníme sportovní vyžití většímu počtu dětí a mládeže z Českého Brodu a okolí. Naším cílem je pořádat více mládežnických akcí a turnajů a udržet areál tenisu na vysoké úrovni. Rovněž nabízíme možnosti pro aktivní trávení volného času obyvatelům města i okolních spádových obcí.  , Poskytnutá dotace by nám velmi pomohla v naší činnosti. Díky příspěvku budeme schopni zajistit kvalitní podmínky pro naše sportovce. ","neschváleno RK","805150","200000","","24.84009191","","",""
"Kulturní aktivity","2016","FHT/PHT/030413/2016","Festival OČIMA GENERACÍ","1.CÍL, ZDŮVODNĚNÍ A PŘEDPOKLÁDANÝ PŘÍNOS PROJEKTU: Festival OČIMA GENERACÍ ve Středočeském kraji (dále jen FOG) je součástí stejnojmenného celorepublikového projektu. Jedná se o pomyslnou štafetu, která svým programem a poselstvím postupuje z jednoho kraje do druhého. Realizace ve Středočeském kraji navazuje na dva ročníky akcí, které proběhly v letech 2014 a 2015. V daném termínu - 15.10.2016 budou probíhat Festivalové aktivity - Středočeský kraj. Ve Středočeském kraji probíhají aktivity projektu OČIMA GENERACÍ již druhým rokem. Anotace: Mezigenerační festival různých uměleckých forem - v jednom čase, v jednom prostoru k sobě přivádíme zástupce různých generací. Společně tvoříme, jsme a sdílíme. Tady a teď jsme spolu, hovoříme, nasloucháme si, navzájem se bavíme, sdílíme zážitky a pocity. Umělecká tvorba spojená se vzájemnou pozitivní konfrontací a hledáním porozumění, ukazuje svět očima těch druhých a vede k jeho pochopení a akceptaci. Projekt má za cíl připravit kulturní akce, které budou svou programovou náplní zaměřeny na téma mezigeneračního soužití. Projektu FOG se zúčastní kulturní instituce ve spolupráci s obcemi, městy, kraji, školami, organizacemi pracující s dětmi, mládeží a seniory, případně dalšími subjekty. Prostřednictvím aktivit festivalu je vysíláno poselství mezi jednotlivými generacemi. Vzájemnou kooperací na společných aktivitách dochází ke vzájemné komunikaci, poznávání se, akceptaci a společenskému uznání nejen tvůrčích schopností jednotlivců či skupin (příprava společných mezigeneračních vystoupení a dalších aktivit). Cílem je představit model vzájemné akceptace, přirozeného vnímání přínosu a potřeb jednotlivých generací v rodině i ve společnosti. Symbiotické mezigenerační soužití ve svém důsledku přináší pozitiva jednotlivcům i celé společnosti. Je důležité, představit pozitivní hodnocení jednotlivých generačních rolí bez rozdílu fyzických a psychických dispozic, jednotlivých členů napříč generacemi bez pocitu, že jedna doplácí na druhou. Rozšiřujeme umělecké téma a zadání o aspekt mezigeneračního vnímání a budování vzájemné tolerance a respektu. Umění umožňuje poukázat atraktivní formou nejen na problémy, ale také na úspěchy, kterých je možné dosáhnout. Tento hlavní prvek naší komunikace je zpracován do jednotlivých aktivit projektu. Partnery projektu jsou: umělecké instituce, školy různého stupně a zaměření (MŠ, ZDŠ, ZUŠ, střední a vysoké umělecké školy), seniorské organizace a instituce pečující o seniory, volnočasové organizace pracující s dětmi, mládeží a seniory, umělci a umělecká seskupení profesionální i neprofesionální, aj. Předpokládaný přínos projektu: - vznik regionální aktivity s velmi silným společensky zaměřeným tématem - mezigenerační vztahy (cílová skupina děti, mládež, senioři) - sdílení společenských a rodinných hodnot, v kontextu rozvoje mezigenerační tolerance a akceptace - podpora volnočasových aktivit, regionálního umění, vzdělávacích a sociálních aktivit - rozvoj regionálních komunitních aktivit - představení organizací a jednotlivců, kteří jsou svou činností v oblasti mezigeneračního soužití přínosem pro region a mohou být inspirací pro ostatní - ocenění jejich práce - podpora kulturních institucí a kulturních aktivit regionu, propojení profesionální i neprofesionální kultury - umožnění přístupu ke kulturním zážitkům sociálně slabším jedincům a rodinám - vstup na akce zvýhodněné vstupné nebo bez vstupného 2. AKTIVITY Výstava OČIMA GENERACÍ - SOUZNĚNÍ Záměrem je představit práce obou generací žijících v jednom regionu, v jednom prostředí. Téma zadání je totožné pro všechny generace. Tím se naskýtá možnost zhlédnutí rozdílných pohledů a názorů při zpracování tématu na jednom výstavním prostoru. Téma roku 2016 - SOUZNĚNÍ. Práce na zadané téma nabízejí možnost osobní seberealizace, vyplnění volnočasových aktivit jednotlivců i skupin. Jednotlivé spolupracující školy, umělecké instituce, organizace pracující s dětmi, mládeží i seniory, seniorské organizace, kluby, instituce pečující o seniory dodají jednotlivé práce. Různorodé umělecké práce mají vysokou vypovídající hodnotu na zadané téma, jak ho vnímají děti a senioři. Ukážou, že amatérští umělci vytvářejí práce s uměleckou hodnotou, kterou je vhodné veřejně sdílet. Významným prvkem této tvorby je diskuse tvůrců se svými uměleckými vedoucími, rodinou či přáteli o daném tématu a problematice, která se projektu týká. Vznikají zajímavé výstupy již v této přípravné fázi projektu, obzvlášť pracuje-li se v generačně různorodé skupině. Termín výstavy: 27. 9. - 15. 10. 2016 (Muzeum SK v Roztokách u Prahy) Festivalový program Jednotlivé akce FOG jsou v rámci programu doprovázeny prezentacemi nosného tématu jinými uměleckými formami – tanec, hudba, zpěv, divadlo (opět z regionálních zdrojů umělecké tvorby, práce uměleckých sdružení, kroužků, škol), autorské čtení, přednášky, diskusní fóra, komentované prohlídky aj. Program má za cíl seznámit širokou veřejnost, návštěvníky a aktivní účastníky akce i s dalšími formami umění a představit jejich prostřednictvím mezigenerační téma. Ve svém důsledku se jedná také o podporu regionální kultury a představení aktivit různých uměleckých seskupení pracujících v daném regionu. ARTové (interaktivní, tvůrčí) dílny - Návštěvníci se velice rádi zapojují vlastní tvorbou a seznamují se s různými uměleckými postupy, které si rádi ihned na místě vyzkouší. Z prací vzniká vždy interaktivní amatérská výstava nebo umělecký program. Tématem je vždy mezigenerační porozumění, spolupráce a náhled na téma, předávání si vzpomínek a zkušeností. Autorské čtení Přestavuje nejen literární formu, která svým tématem a zpracování přibližuje mezigenerační problematiku, ale představuje literární zpracování tématu roku jednotlivými generacemi. V místě dění dává prostor k interaktivní a diskusní formě k danému tématu. Touto tvůrčí částí projektu podporujeme literární tvorbu jednotlivých cílových skupin, široké i umělecké veřejnosti. Čtený text má významnou roli v představení mezigeneračních vztahů, prostřednictvím vzpomínek a příběhů, které se udály. Osobní zpovědi o vnímání rodinných a lidských hodnot, jsou tou nejvýraznější cestou vedoucí k zamyšlení se nad tématem projektu právě z pohledu jednotlivce. 3. CÍLOVÁ SKUPINA PROJEKTU: Široká veřejnost - děti, mládež, senioři, rodiny. Mnoho činností a aktivit spojených s přípravou a realizací Festivalu je spojeno s dobrovolnickou činností, což je významný prvek komunitních aktivit a naplňování mezigeneračního tématu projektu. Účastníky projektu dělíme na aktivní a pasivní. Aktivní se podílejí svou tvorbou na přípravě a realizaci festivalového programu. Pasivní účastníci navštěvují jednotlivé festivalové akce programy, kterých se zúčastňují jako diváci a hosté. Na projektu spolupracuje velké množství dobrovolníků, a to z řad osob spolupracujících nebo pracujících se seniory, dětmi i mládeží v oblasti. Mnohdy se jedná o sociální i zdravotní terapie a kulturní využití volnočasových aktivit. 4. TERMÍN REALIZACE PROJEKTU: Středočeský kraj - 15. 10. 2016 (Festival je realizován v období od 7. 5. do 3. 12. 2016) 5. VĚCNÝ A ČASOVÝ HARMONOGRAM REALIZACE PROJEKTU: - Přípravné a předprodukční práce - oslovení vzdělávacích institucí (zaměřeno na děti a mládež), institucí pracujících se seniory, starosty, kulturní instituce 6/2016 - instalace a realizace výstavy 27. 9. - 15. 10. 2016 - Festival OČIMA GENERACÍ - naplnění programu Festivalu 15. 10. 2016 - deinstalace výstavy 10/2016, navrácení jednotlivých prací autorům, atd. - dokončení a doúčtování projektu, zpracován závěrečné zprávy 12/2016 6. PŘEDPOKLÁDANÉ ZDROJE FINANČNÍCH PROSTŘEDKŮ POTŘEBNÝCH K PŘÍPRAVĚ A REALIZACI PROJEKTU: dotace Středočeského kraje, dary partnerů projektu (ADRA, Život 90, Ministerstvo kultury ČR), sponzorská podpora projektu – prodej reklamních ploch. Rozpočet je sestaven jako lokální na realizaci festivalové části - Středočeský kraj. 7. VÝŠE VSTUPNÉHO Vlastní program realizovaný žadatelem je pro návštěvníky bezplatný. 8. POPIS ZPŮSOBU PREZENTACE STŘEDOČESKÉHO KRAJE - KRAJSKÉHO ÚŘADU V RÁMCI PŘÍPRAVY A REALIZACE PROJEKTU: Logo kraje bude umístěno ve všech místech konání Festivalu v rámci kraje a zároveň bude uveden text, že akce je realizována za podpory kraje. Logo kraje bude uváděno na všech tiskových materiálech pozvánky, program festivalu, plakát, aj. Moderátoři akce a v rámci zahájení interaktivních aktivit budou uvádět informace, že akce se koná za přispění Středočeského kraje. Využití internetových stránek - www.ocimageneraci.cz a partnerských kulturních portálů a webových stránkách. V rámci tohoto prostoru bude taktéž využíván logotyp kraje. 9. ZÁVĚR Festival OČIMA GENERACÍ - Středočeský kraj je součástí celorepublikového stejnojmenného mezigeneračního projektu. Z již realizovaných akcí můžeme konstatovat, že mezigenerační téma je velmi aktuální a společensky vnímáno jako důležité. Věříme, že jen pravidelná a aktivní vzájemná komunikace zástupců jednotlivých generací a celých rodin, dokážou změnit zaběhlé stereotypy a zhoršování se trendů mezigeneračního soužití. Ukázky pozitivních příkladů vzájemné akceptace, pomoci a porozumění jsou tím, co mění způsoby myšlení jednotlivců i skupin. V době, kdy je trendem poukazovat na negativní aktivity v jakékoliv činnosti a vyvolávání negativních, konfrontačních nálad, je potřeba začít poukazovat na pozitivní příklady, a naopak vyvolávat zájem o vytváření vzájemného aktivního a plnohodnotného soužití, porozumění a úcty. Je důležité i přes negativní zkušenosti ukazovat možnosti pozitivních změn. Formování nálad, pohledů, etických a morálních hodnot je dlouhodobým a systematickým procesem. Výsledky se objevují po letech (10 - 20) i delším časovém úseku. Věříme, že vzniká tradiční aktivita, plná umění, krásy a porozumění, která bude myšlenky vzájemné mezigenerační akceptace, tolerance a úcty rozvíjet a šířit napříč celou společností. FOG 2016 získal záštitu Ministerstva kultury ČR, Asociace krajů ČR.","neschváleno RK","400000","200000","","50","","",""
