"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti sociální","2017","FHT/PHT/032842/2017","Dotyk, který léčí","Pracovníci RUAH o.p.s projdou vzdělávacím kurzem konceptu Bazální stimulace. Naučí se novému přístupu ke klientům, kteří mají narušené vnímání - dlouho leží na lůžku, jsou ve změněném stavu vědomí, jsou těžce a nevyléčitelně nemocní. Koncept bazální stimulace zlepšuje stav nemocných pomocí základních dotyků a technik, které využívají individuální potřeby každého člověka. Pracuje se zkušenostmi v minulosti a zlepšuje psychický stav člověka. Je to certifikovaná metoda, která přinese větší kvalitu nemocným, ale i jasně uchopitelné nástroje pro zdravotníky a sociální pracovníky pro péči o klienty.  Rozpočet: Vzdělávací kurz: 3500,-Kč/os - 15 osob = 52500,-Kč, stravování 240,-Kč/os/den - 15 osob 2 dny = 7200,- Kč, pronájem místnosti 4427,-Kč/den = 8855,-Kč, celkem 68555,-Kč","neschváleno RK","68555","61700","","90.00072934"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032846/2017","Tisk sborníku ""Vladislavský sál - archeologické nálezy ve dvou stoletích.""","Seminář pořádaný v Muzeu T. G. Masaryka Rakovník, pobočka v Lánech bude zaměřen na představení archeologických nálezů ve Vladislavském sále financovaných z Masarykova fondu národního ve 30. letech minulého století a roku 2008 - 2010. Obsahem sborníku - i přednášek, budou další aktivity v oblasti archeologie financované tímto Fondem., Dotační prostředky budou využity na tisk 6 posterů, přibližujících jednotlivé nálezy, sborníku ze semináře a památečního listu.","neschváleno RK","54600","49600","","90.84249084"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032875/2017","Podpora mladých fotbalistů na vesnici","TJ Úročnice Benešov vznikl v roce 1977 a od té doby má svou fotbalovou tradici. V letošní soutěžní sezóně 2016/2017 náš fotbalový klub registruje 4 soutěžní družstva. Dvě družstva dospělých, družstvo dorostu a také nově založené družstvo mini přípravky. Družstvo dorostu má v naší TJ dlouholetou tradici, naši obec reprezentuje v různých okresních soutěžích již více jak 35 let. V letošním roce hraje za dorost 18 mladých hráčů ve věku od 14 do 19 let. Náš sportovní spolek umožňuje mladým fotbalistům, kteří se neprosadí v některém mládežnickém družstvu v nedalekém Benešově, pokračovat v provozování kopané byť na nižší úrovni. V současné době se však naše TJ potýká se značným vytížením trenérů u mládežnických družstev, kteří trenérskou práci vykonávají ve svém volném čase. Hlavním důvodem je nově založené družstvo mini přípravky, které vzniklo v loňském roce a v letošním roce už ho navštěvuje 23 dětí. , , Naším cílem je poskytnout dětem na vesnici zájmové vyžití a to konkrétně formou tělovýchovné a sportovní činnosti. Samotný fotbal přispívá k rozvoji fyzické zdatnosti, při výchově k toleranci a smyslu pro fair play a při pěstování psychické odolnosti vůči stresu. Jsme si vědomi, že pravidelné sportování mládeže v této věkové kategorii slouží i jako prevence proti kriminálnímu chování dětí, alkoholismu a užívání drog. Mládež u nás na vesnici nemá takové možnosti jako ti, kteří bydlí ve větších městech (v našem případě v Benešově), kde je podstatně pestřejší výběr zájmových činností mládeže. , , Rádi bychom požádali o dotaci pro náš spolek, který by ji použil na podporu činnosti družstva dorostu. Vzhledem vytíženosti trenérů u dorostu a mini přípravky, bychom poskytnutý finanční příspěvek využili na částečné ocenění za výkon trenérské práce. Dále bychom poskytli finanční náhradu dobrovolníkům, kteří zajišťují dopravu na mistrovská utkání organizovaná Okresním fotbalovým svazem Benešov (člen fotbalové asociace ČR), bez nichž by se děti nemohly jednotlivých zápasů zúčastnit. , , Náš klub bude vděčný za jakýkoliv finanční příspěvek, který nám budete ochotní poskytnout. Věříme, že naše práce má smysl a rádi bychom pokračovali v naší tradici. Chtěli bychom zajistit fotbal pro každého bez rozdílu věku a zdatnosti a to i na vesnici, kde jsou velice omezené možnosti. , , ","neschváleno RK","24000","20000","","83.33333333"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/032873/2017","dětské hřiště pro veřejnost","Sportovní areál SK Mšeno je v průběhu roku častým cílem návštěvy rodičů s malými dětmi, kteří sem doprovázejí na zápas fotbalisty od nejmenších po dospělé. Taktéž mnoho rodičů s dětmi přijíždí na náš stadion jako doprovod hostujících týmů z celého Středočeského kraje, které zde hrají soutěžní utkání. Všem se v našem sportovním areálu velmi líbí, ale téměř všichni nás upozorňují na to, že zde schází větší možnosti vyžití pro ty nejmenší. Máme zde pískoviště a 2 malé herní prvky, které však nemohou dětem nahradit klasický herní víceúčelový prvek. Alespoň jeden takový herní prvek a jednu houpačku bychom rádi v našem areálu umístili a tím bychom zajistili pro ty nejmenší návštěvníky lepší a bezpečnější vyžití a rodičům bychom tím alespoň trochu ulehčili jejich starost o své děti při pobytu v našem areálu. Hřiště by bylo přístupné široké veřejnosti každý den od 9:00 do 20:00. Výhodou je to, že hřiště by se nacházelo uvnitř našeho sportovního areálu, kde bydlí správce a nedocházelo by tak k ničení hřiště vandaly a jinými nezvanými návštěvníky. Realizací hřiště bychom rozšířili nabídku možností vyžití nejen pro návštěvníky stadionu, ale i pro všechny rodiče s dětmi v našem městě a blízkém okolí.","neschváleno RK","180000","140000","","77.77777778"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032878/2017","Navýšení mzdových prostředků pracovníků v přímé péči","CENTRUM NA VERANDĚ BEROUN, z.ú. je neziskovou organizací, která své služby nabízí od 1. 9. 2014 osobám s kombinovaným postižením, chronicky nemocným a seniorům, kteří vzhledem ke svému věku a zdravotnímu stavu potřebují fyzickou a psychickou pomoc druhých a jsou tak závislí na pomoci jiné osoby., Organizace poskytuje dle zákona č. 108/2006 Sb. dvě registrované sociální služby. Domov pro seniory, který má kapacitu 44 lůžek a Pobytovou odlehčovací službu s kapacitou 6 lůžek., Za svou krátkou existenci si organizace získala v regionu dobré renomé, o čemž svědčí naplněná kapacita a zájem ze strany klientů., V roce 2017 realizuje projekty z nadačních příspěvků, jejichž projektovým záměrem je nákup kompenzačních pomůcek a vybavení domova.  , Sociální služby poskytované CENTREM NA VERANDĚ BEROUN, z.ú. mají vyjádřenou potřebnost a podporu obce, která si uvědomuje, že je nutné zaměřit pozornost na rozšíření kapacit pobytových sociálních služeb pro seniory, bohužel disponuje omezeným rozpočtem a její dotace na rok 2016 činila 33. 900,-, , V roce 2017 organizace opakovaně podala žádost o zařazení do sítě poskytovatelů sociálních služeb ve Středočeském kraji, která zatím nebyla vyřízena. V minulých letech však byla odmítnuta s odůvodněním, že „dostupnost a kapacita odpovídajících služeb ve spádové oblasti je v kontextu celého Středočeského kraje (včetně zohlednění dotačních možností) uspokojivá“., Zařízení však vzniklo v souladu s prioritami SK a s cíli a opatřeními v akčním plánu SPRSS SK, a splňuje stanovená základní kritéria systému (tzv. kritéria DEPK): dostupnosti, efektivity (včetně nákladovosti), potřebnosti a kvality. Pro CENTRUM NA VERANDĚ BEROUN, z.ú., je velmi limitující nezařazení do sítě sociálních služeb, které ohrožuje samu existenci jeho sociálních služeb;  absence Smlouvy o pověření k poskytování služby obecného hospodářského zájmu, neumožňuje CENTRU NA VERANDĚ BEROUN, z.ú žádat o evropské ani jiné granty (včetně humanitárního fondu – sociální oblast)., Proto se organizace podruhé obrací se svojí žádostí o finanční příspěvek na Fond hejtmana a to konkrétně o příspěvek na  oblast lidských zdrojů a možnost navýšení mzdových prostředků pracovníkům v přímé péči., V získávání a udržení nových zaměstnanců, nemůže poskytovatel dlouhodobě konkurovat srovnatelným zařízením. Výše nabízených mzdových prostředků pracovníkům přímé péče v  současné době činí 90,-/hod včetně osobního ohodnocení. Ostatní poskytovatelé, zejména příspěvkové organizace, kteří jsou zařazeni do Sítě poskytovatelů sociálních služeb ve SK a dostávají dotaci od SK, vyplácejí na obdobných pozicích o desítky korun větší odměnu. V kontextu dalšího vývoje, kdy se pracovníkům  v sociálních službách a sociálním pracovníkům mají od 1. 7. 2017 navýšit základní tarifní platy o 23 % a ostatním pracovníkům o 9,4 %, je situace dlouhodobě neudržitelná. , Míra nezaměstnanosti v okrese Beroun je velmi nízká a drží se pod celostátním průměrem, takže se i přes intenzivní spolupráci s ÚP nedaří pracovníky získat. Podle posledních dat MPSV byli v ČR v květnu bez práce jen čtyři lidé ze sta. Není odkud brát – české školství nepřipravuje dostatek absolventů. Dlouhodobě jsme jako zaměstnavatel v obrovské nevýhodě, protože vyšší mzdou nemůžeme konkurovat, naopak jsou naši zaměstnanci přetahováni jinými poskytovateli, a proto musíme nabírat zaměstnance bez ohledu na jejich schopnosti a často ignorovat jejich nedostatky. Nemáme zkrátka na výběr., Tlak na navyšování mezd a znovu zvýšená hrozba odcházení zaměstnanců do krajských zařízení v souvislosti s navýšením platů v těchto zařízeních od 1. 7. 2017, nemožnost získat finanční prostředky z jiných zdrojů, je zásadním důvodem, proč znovu žádáme Fond hejtmana o finanční příspěvek, jehož výši uvádíme v podrobném rozpočtu viz. příloha., ","neschváleno RK","219900","200000","","90.95043201"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032900/2017","Podpora při reprezentaci na závodech WDSF","Dotace bude využita pouze na  reprezentaci  při mezinárodních  tanečních závodech WDSF pro mládežnický taneční pár.","neschváleno RK","46000","36000","","78.26086957"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032896/2017","Svatomartinská křídlovka 2017","Svatomartinská křídlovka - přehlídka malých dechových hudeb oživuje tradici festivalů lidové hudby v regionu. Dechová hudba, která v minulých letech zaznamenala nebývalou popularitu především v zahraničí, si získává stále větší oblibu i u našich posluchačů a stává se zdrojem zábavy a oddechu hudbymilovné veřejnosti. , Druhý ročník přehlídky dechovek se bude konat v Kulturním domě v Novém Strašecí v neděli 12. listopadu 2017  v čase 14.00 - 18.00 hod. Pořadatelsky se na festivalu podílí Město Nové Strašecí a  Václav Hlaváček. Působnost festivalu je zaměřena na Středočeský kraj, k účasti jsou pozvány orchestry působící především v regionu kraje. Hosty přehlídky jsou i kapely z krajů Plzeňského a Jihočeského., Na festivalu se představí jak mládežnické, amatérské, tak i profesionální dechovky a folklorní soubory z Nového Strašecí. Pro rok 2017 počítáme s účastí 4 dechových orchestrů - Modrá muzika, Horalka z Domažlic, Veselka Ladislava Kubeše, Krajanka a folklorní soubor z Nového Strašecí. Moderátorem festivalu bude Karolína Hlaváčková z Rádia Dechovka., Projekt mediálně podporují Rakovnický deník, Naše muzika, Rádio Dechovka, Český rozhlas Region a Rádio Proglas. , Festival se zařadil mezi největší akce svého druhu v kraji. Je určen pro cca 500 diváků.","neschváleno RK","130000","50000","","38.46153846"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032897/2017","Pořízení tréninkového vybavení - Reinders MMA Team, z.s.","Cílem realizace projektu je nákup nového tréninkového vybavení sportovního klubu, který je zaměřený na smíšená bojová umění (MMA) a založený bývalým profesionálním mistrem Evropy (WFCA) a ČR (Hell Cage) André Reindersem. Sportovní klub má přes 50 členů a to i přesto, že místem působení je Praha, tak několik členů pochází či má trvalé bydliště ve Středočeském kraji (Černošice, Mělník, Kladno, Milovice, Kolín a ostatní obce). Sportovní klub Reinders MMA Team, z.s. kromě každodenních tréninků profesionálních i amatérských zápasníků, pořádá různé zápasové akce po celém území ČR. Klub vychoval a i vychovává několik zápasníků, které reprezentují Českou republiku na mezinárodních akcí., , Stávající tréninkové vybavení je již výrazně opotřebované a za hranicí své životnosti. S ohledem na to, že většina finančních příjmů klubu tvoří pouze členské příspěvky jsou tyto finanční prostředky použity převážně na zabezpečení provozních nákladů (nájemné tělocvičny, energie, doprava) a na materiální vybavení moc finančních prostředků nezbývá.Nakup nového vybavení pomůže ke zkvalitnění tréninkových jednotek a přípravy na tuzemské i mezinárodní zápasy., , V rámci projektu chceme pořídit 3 ks, zápasnického panáka a 1 ks airbike viz. rozpočet projektu., , V případě získání podpory je klub připraven k propagaci Středočeského kraje v prostorách svého klubu či na uspořádaných akcí., ","neschváleno RK","59970","55000","","91.71252293"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032901/2017","vzdělávání - PM","Projekt je zaměřen na podporu absolvování kurzu projektového managementu pomocí metody Prince 2 na úrovni Foundation, který je zakončen zkouškou s certifikátem. Metoda Prince 2 je jednou z hlavních metodik pro projektové řízení mezinárodních významu.","neschváleno RK","25168","20000","","79.46598856"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032905/2017","Sport a pohyb dětem ve Středočeském kraji","Projekt bude realizován ve Středočeském kraji stejně jako v Ústeckém kraji, kde jsou do něj zapojeny stovky dětí/mládeže a je podporován Ústeckým krajem. Hlavním cílem je vytvořit pohybový program pro děti, které si budou moci chodit jednou týdně bezplatně zasportovat v rámci zájmového vyžití. V rámci všeobecné pohybové průpravy projdou děti pohybovou přípravou pro všechny sporty a všechny situace tak, aby si v budoucnu mohly vybrat sport, který je bude nejvíce zajímat/bavit, či se zájmově věnovaly všem sportům. Spolek je držitelem akreditace Ministerstva školství, mládeže a tělovýchovy pro vzdělávací program ""Sport a pohyb dětem - Funkční trénink"" a ""Sport a pohyb dětem - Funkční trénink pro učitele mateřské školy"" (číslo akreditace MSMT - 33574/2016-2-833). Hlavní cíle projektu: - dostat do podvědomí školáků i širší veřejnosti pojem „FUNKČNÍ TRÉNINK“ - co znamená a proč je důležité mít „FUNKČNÍ TĚLO“ - odborně připravit učitele (lektory) pro vedení hodin pro žáky I. a II. stupně. - vybavit zapojené školy sportovními pomůckami pro funkční trénink - realizovat pravidelné lekce (tzv. třetí hodina tělesné výchovy) zvlášť pro I. a II. stupeň škol. Nejdříve bude zakoupeno sportovní vybavení pro jednotlivá centra, následně budou vyškolení pedagogové/lektoři v akreditovaném vzdělávacím programu pro další vzdělávání pedagogických pracovníků ""Sport a pohyb dětem - funkční trénink"" a poté se začne realizovat pravidelná volnočasová aktivita pro děti a mládež ve Středočeském kraji.","neschváleno RK","214028","199858","","93.37937092"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/032922/2017","Rekonstrukce sportoviště FOTBAL HLÍZOV, z.s.","FOTBAL HLÍZOV, z.s. je spolek, který funguje již přes devadesát let. Vznikl v roce 1924 a  v současné době provozuje pouze fotbalovou činnost. Spolek je vlastníkem sportovního areálu nacházejícího se na adrese Hlízov 238, 285 32 Hlízov. Od roku 2012 dokázal místní fotbalový klub postoupit ze IV. třídy až do krajské soutěže I. B třídy, kam se probojoval po velmi úspěšné sezóně 2016/2017. , Spolek FOTBAL HLÍZOV, z.s. v poslední sedmi letech svépomocí a ve spolupráci s partnery rekonstruoval povrch fotbalového hřiště včetně vybudování automatické závlahy.  V souvislosti s postupem do vyšší soutěže – krajské soutěže – I.B třídy stouply i požadavky na sociální zázemí pro hráče i rozhodčí, jakož i nároky na střídací a technické zóny v oblasti sportoviště. Současný stav sociálního zařízení, jakož i technických zón v oblasti sportoviště a střídaček nesplňuje požadavky fotbalového svazu Středočeského kraje při účasti v krajských soutěžích. K dosažení žádoucího stavu je nutné provést rekonstrukci zázemí, spočívající ve vybudování oddělených sprch a WC v hráčských šatnách a šatnách rozhodčích, dále pak dokončit rekonstrukci hřiště, která spočívá ve vybudování  střídaček, zábradlí a technických zón v oblasti sportoviště. , Rekonstrukce hřiště navíc přispěje k bezpečnosti nejen hráčů, ale také diváků. Rekonstrukci sociálního zázemí zlepší komfort hráčů a společně s rekonstrukcí hříště bude poskytovat lepší podmínky pro zlepšování výkonů a bude motivovat k dalšímu postupu. , Do začátku nové sezóny 2017/2018 by spolek FOTBAL HLÍZOV, z.s. chtěl vstoupit již s vyhovujícím technickým a sociálním zázemím. Rekonstrukce si vyžádá nemalé finanční prostředky, které však v současné době nemá spolek v plném rozsahu k dispozici. Z tohoto důvodu žádáme o dotaci a podporu ze Středočeského kraje, která by v případě schválené poměrové části pomohla rekonstrukci včas zrealizovat. Spolek FOTBAL HLÍZOV, z.s. je připraven část rekonstrukce spolufinancovat., ","neschváleno RK","199650","139650","","69.94740796"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/032924/2017","BÍNO - KULTURNÍ SYMPÓZIUM POD BUDČÍ","Staroslovanské hradiště Budeč se po několikáté stane místem setkání významných umělců, tvůrců a osobností vědeckého života, jejichž společným cílem je touha po poznání a mezioborové výměně zkušeností spojená s uměleckým zážitkem.  V historické lokalitě Středních Čech se uskuteční mezioborová seance, která si klade za úkol harmonizovat uspěchané a přepracované lidské duše a zároveň obohatit jejich kulturní rozhled., , Zatímco v minulých letech probíhala tato setkání neformálně a bez konkrétního programu, v letošním roce má akce zřetelný rámec a organizační zajištění s patronací obce Zákolany a účastí institucí, jako je Národní galerie, Akademie výtvarného umění, UMPRUM, Akademie věd ČR apod. V průběhu víkendového setkání vystoupí řada uznávaných, ale též mladých a talentovaných vědců, výtvarníků, spisovatelů, divadelníků a dalších osobností kulturní a umělecké scény. Z významných hostů se představí například sochař prof. Kurt Gebauer s instalací sochy „Matka Země“, PhDr. Petr Meduna, Ph.D.  (Centrum pro teoretická studia AV ČR) s přednáškou „Archeologický výzkum hradiště Budeč“, PhDr. Otto M. Urban, Ph.D.  (Akademie výtvarných umění, Národní galerie) s přednáškou „Výtvarné umění přelomu 19. a 20. století“. Součástí bude též 17. ročník letní týdenní krajinářské dílny pro studenty a dospělé “S nohama v potoce a hlavou v oblacích” pořádaný ve spolupráci Národní galerie v Praze a Obecním úřadem Zákolany., , Na Bíno v tomto roce mimo jiné zavítají také vzácní hosté, jako jsou známý cestovatel Ladislav Zibura, šéf zpravodajství České televize Zdeněk Šámal, herci Kryštof Hádek a Kateřina Herčíková či výtvarníci Daniel Špaček a Josef Bolf. V rámci relaxačně kulturní seance Bíno vystoupí Monika Načeva s exkluzivní předpremiérou svého nového alba či mistr hry na indická tabla Tomáš Reindl se svým projektem Omnion. Z hudební scény dále uslyšíme varhanní koncert prof. Vladimíra Franze, virtuózní duo hráčů na marimbu, hráče na pythágorejský nástroj monochord, saxofonistu Bery Prachovského či ve světě uznávané DJs známé pod pseudonymy Veit Brothers, 000333 a Gappeq. , , Součástí programu bude dále slam poetry, promítání filmů, workshopy, taneční a divadelní vystoupení, dětský koutek, knihkupectví, čajovna, vegetariánská kuchyně a domácí občerstvení. , , Některá vystoupení se budou odehrávat v odlehlejších lokalitách návrší a aktéři i návštěvníci se budou během víkendu podílet na úpravě a údržbě místních stezek a okolí rotundy. Víkend tak prožijí v aktivním duchu a zároveň přispějí ke zkrášlení Budče., , Akce si klade za cíl:, -	poskytnout všem účastníkům i kulturně senzitivním obyvatelům v regionu vrcholný kulturní zážitek, -	navázat nové kontakty a přátelství , -	nabídnout zájemcům aktivní formu odpočinku i pestré kreativní vyžití, -	edukovat návštěvníky o povaze i historii výjimečného místa, jež je v dějinném kontextu navýsost významné, -	pobavit lidi a dokázat, že lze provozovat ryzí nadšení z tvorby a nekomerční přístup, který si neklade za cíl vydělávat peníze na úkor kvality a obsahu, -	dopřát lidem patřičnou porci osvěty a ukázat jim krásy našeho regionu, na který můžeme být po právu tak hrdí, , Obec Zákolany se v průběhu let stává kulturním centrem Kladenského regionu. Projekty, jako jsou DOKINO, Zákolanské koncertní léto, ale i koncerty a výstavy v prostorách Pianky Dalibor dalece přesahují lokální význam. Akce BÍNO je tak  dalším kulturním a uměleckým počinem, který přinese jak místním obyvatelům, tak hostům či náhodným návštěvníkům zajímavé zážitky., , Vedení obce si velice cení a podporuje tyto dobrovolné aktivity, jejichž důsledkem je mimo jiné i to, že se do Zákolan stěhuje stále více mladých lidí.  , ","neschváleno RK","42000","16800","","40"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032928/2017","II.ročník Mletí","jsme spolek mlýnice Slabce a snažíme se zaměřovat na práci rodiče a děti.Pořádáme různé akce.které většinou financujeme z vlastních osobních zdrojů,jestli že se povede některá akce tak nám i něco zbude. Tento  I I ročník je celý týden ,kde děti s rodiči malují trička vyrábí různé šperky učí se plést,háčkovat,drátkovat,keramiku a jiné věci. Začínáme v neděli 9.7.2017 RIO karnevalem s námětem ZOO a potom od pondělí 14°°hod kurzy, večer přednášky/včelařství/ kulturní akce a jiné vše vyvrcholí v sobotu,kde budeme tančit břišní tanec,který celý týden budeme nacvičovat.","neschváleno RK","120000","100000","","83.33333333"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/032932/2017","Sportovní vybavení pro sportovní hřiště Křečhoř","SK Křečhoř, z.s. je sportovní spolek v obci Křečhoř blízko Kolína. Předmětem naší činnosti je organizovat a provozovat sport pro širokou veřejnost zejména pak pro děti a mládež. Snažíme se o vytvoření příjemného zázemí a maximální využití sportovišť (sokolovna, asfaltové hřiště a sportovní hřiště). SK Křečhoř, z.s. má širokou základnu různých sportů – florbal, volejbal, stolní tenis, tenis, aerobic a fotbal. , Účelem našeho projektu je zlepšení podmínek v místě sportovního areálu, které je nejvíce využíváno místní mládeží a dětmi, kteří zde mohou vykonávat nejrůznější sportovní aktivity. Sportovní hřiště je místo, které má využití skoro po celý rok, zejména v rámci přihlášené soutěže fotbalového mužstva dospělých a mládeže, dále je vhodným místem pro další sportovní vyžití dětí a mládeže, tak i dospělých v obci. Sportovní hřiště je využíváno spolkem i pro různé mimosportovní aktivity pro danou cílovou skupinu. Jsou zde pořádány dětské dny, soutěže v rámci Dne v obci a mnoho dalších akcích, které jsou realizovány buď samotným spolkem, nebo ve spolupráci s obcí Křečhoř. SK Křečhoř, z.s. využívá sportovní hřiště na základě dlouhodobé nájemní smlouvy s církví, které toto hřiště bylo vráceno v církevních restitucích. , Naším cílem projektu je pořízení dvou přenosných bezpečnostních fotbalových branek.  Pořízení bezpečnostních branek je nezbytné především z bezpečnostních důvodů. Statistiky bohužel dokazují, že převrhnutí starých ocelových branek každý rok usmrtí či vážně zraní několik sportovců a to převážně dětí. Těmto tragédiím lze zabránit pomocí bezpečnostním hliníkovým brankovým konstrukcím. U starých ocelových branek hrozí jejich rozpadnutí při přenášení z místa na místo, pád na děti při lezení na branku či houpání se na ní nebo převrácení se branky v důsledku silného větru. Bezpečné branky jsou lehčí a konstruovány tak, aby jejich převrácení nebo převrhnutí bylo složitější. K převrhnutí bezpečné branky je potřeba několikanásobně větší síla než k převrhnutí ocelové branky. Naším cílem je bezpečnost dětí a mládeže, ale i široké veřejnosti. , Druhým cílem projektu je vytvoření dětského hřiště pro návštěvníky sportovního areálu, ale i pro širokou veřejnost. Rádi bychom vytvořili zázemí i pro ty nejmenší občany z naší obce. Za tím účelem bychom rádi pořídili kovovou prolézačku se skluzavkou, dvoumístnou houpačku a dvě houpadla na pružině. Dětské hřiště by bylo celoročně volně přístupné a tím by přispělo ke kvalitnějšímu životu v obci, zvýšení příležitostí k trávení času venku na čerstvém vzduchu. , Získání dotačních prostředků bychom rádi také využili na pořízení sedaček pro tribunu, které na současném sportovním areálu velice postrádáme. Rádi bychom poskytli pohodlí a možnost sledování zápasů i starším občanům, kteří už nevydrží stát 2 hodiny a sledovat zápas. , V rámci žádosti bychom rádi zažádali o nutné sportovní vybavení a to lajnovačku na vápno. , Současný stav sportovního hřiště je dosti zastaralý. Současné branky již nesplňují současné potřeby ani bezpečnost hřiště. V okolí hřiště není žádné doplňkové vyžití pro děti, které zrovna nesportují. Z důvodu absence hřiště jsou rodiče nuceni odcházet s mladšími sourozenci domů, které tu nenajdou zábavu. Chybějící tribuna k sezení je jistým důvodem k nižší sledovanosti sportovních zápasů či jiných pořádaných akcí. , Naším cílem je zlepšení podmínek jak pro děti a mládež z obce Křečhoř, tak také pro seniory či fyzicky handicapované. Realizace projektu sebou přinese vyšší bezpečnost dětí a mládeže. Projekt dále přispěje ke kvalitnějšímu společenskému životu v obci a dále tak pokračovat v dlouholeté historii spolku. Samotná realizace projektu začne výběrem vhodného dodavatele, který bude probíhat v souladu se zásadami transparentnosti, rovného zacházení a zákazu diskriminace. Při rozhodování o výběru vhodného dodavatele bude pro nás rozhodující kvalita (reference), splnění bezpečnostních norem a výše nabídky.  Jednotlivé položky projektu sebou nesou jisté náklady, které náš klub v celkové výši v současné době nemá k dispozici. Z tohoto důvodu žádáme Středočeský kraj o finanční příspěvek na tento projekt, který by mohl zlepšit život občanů v obci Křečhoř. Místní spolek vyčlenil potřebné prostředky na spolufinancování této akce, neboť si myslíme, že je nutné toto vybavení co nejdříve pořídit. Publicitu Středočeského kraje bychom zajistili na veřejně dostupných místech v rámci sportovního areálu. Využití možných prostředků ze Středočeského kraje nám umožní tento záměr uskutečnit. , ","neschváleno RK","85908","81000","","94.28691158"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/032933/2017","Italské a české doteky hudby a kuchyně","Publikace  o životě  Italů na Rakovnicku v době I. světové války, o vlivu obou jazyků a tradic do současnosti, v návaznosti na bádání po exodu italských rodin na české území z důvodů linie fronty I. světové  války v jejich domovech. Publikace navazuje na předchozí publikaci  a filmový dokument mapující život jednotlivých rodin v obcích a městech okresu Rakovník a Kladno a zároveň na úspěšnou putovní výstavu, která představila tuto celkem neznámou historii. Činnost spolku Badatel je směrována na posilování česko-italských vztahů a je velmi dobře  hodnocena oběma stranami.  Analýza povědomí, evidence problematické složité historie nebyla na našem území nijak zpracována, proto se spolek Badatel rozhodl tuto historii zkoumat, ověřovat a postupně zpracovávat. V posledních třech letech jsme realizovali několik workshopů a setkání s představiteli italských spolků a samospráv přímo v Itálii a také v České republice. Publikace bude vydána nákladem 4 000 ks, v italském a českém jazyce,  obdobně jako publikace předchozí.","neschváleno RK","75000","40000","","53.33333333"
