"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033016/2017","KARLŠTEJNSKÁ DEVÍTKA","Jako náčelnice pobočného spolku ZÁSKALÁK LITEŇ, p.s. se na Vás obracím s žádostí o poskytnutí dotace na 5. ročník běhu pro širokou veřejnost KARLŠTEJNSKÁ DEVÍTKA. Tento běh je obohacen doprovodným programem pro děti. Děti si mohou vyzkoušet mnoho sportovních dovedností - skok, hod míčem apod., Závod se bude konat v areálu kempu v Karlštejně pro děti, dospělí poběží Karlštejnem kolem hradu Karlštejn a dále karlštejnskými lesy a vinicí zpět do kempu. Kategorie závodu jsou od dětí, které už sami chodí a horní hranice není určena. Startovat se bude v 7 dětských kategoriích, které jsou rozděleny na chlapce a dívky, dále dorostenci - dívky a chlapci a v 9 kategoriích pro dospělé - 4 kategorie pro ženy a 5 v katogoriích pro muže. Dále je do toho běhu zařazen závod pro zdraví a kondici, kde je vítěz určen losem. Závod se řídí podle pravidel lehké atletiky. Slovem bude provázet sportovní komentátor pan Štěpán Škorpil.  Historie běhu I. ročník 174 - startujících, II. ročník 202 startujících, III. ročník 242  startujících a IV. ročník 275 startujícíh a mnoho dalších účastníků doprovodného programu. Běh je zařazen do BRDSKÉHO BĚŽECKÉHO POHÁRU a nově od letošního roku do BĚŽECKÉHO POHÁRU MLÁDEŽE V PŘESPOLNÍM BĚHU. , , Jsme vděčni za každou finanční a materiální pomoc, která podpoří zdárný průběh akce. , Celková požadovaná částka, o kterou si Vás dovolujeme požádat je Kč 65000,- viz přiložená finanční rozvaha. , , Předem Vám děkuji za kladné vyřízení naší žádosti., , V Litni, , Za Českou tábornickou unii - Záskalák Liteň, p.s. - Jana Krtková, , ","schváleno RK","112000","65000","30000","58.03571429"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/033019/2017","Let it Roll ","Mezinárodní hudební festival žánru drum and bass (taneční hudba) se uskuteční na Letišti Miovice na 10 pódií za účasti 25.000 lidí z celého světa. Na festivalu vystoupí více než 300 umělců reprezentující špičku tohoto žánru.","schváleno RK","10000000","200000","100000","2"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033042/2017","Rozšíření využití tenisových kurtů, oprava opěrné zdi a zámkové dlažby v areálu","Opravy kurtů budeme provádět v tomto rozsahu - výměna antuky, kůlů, kun na oplocení, nátěry, ochranné sítě, pletivo, válcování, oprava opěrné zdi a zámkové dlažby včetně laviček. Cíl je rozšíření využití stávajících tenisových kurtů na další sporty, jako je volejbal a nohejbal a s tím spojená i oprava sportovního areálu. Mládež bude mít větší možnosti sportu v naší obci a přilehlého okolí. Cílovou skupinou jsou dětská mužstva,žákovská,školní mládež a mužské družstvo.","schváleno RK","121000","110000","50000","90.90909091"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033026/2017","Oslavy k 95letému založení Sokol Jestřábí Hora","Předmětem realizace projektu je uspořádání oslav a to v souvislosti s, 95letým výročím založení fotbalové klubu v Jestřabí Lhotě. V rámci těchto oslav bude pro, návštěvníky připraven celodenní bohatý program. Součástí programu bude výstava historických, fotografií, ocenění členů a funkcionářů klubů za dlouhodobou práci pro činnost klubu a společné, setkání současných i bývalých členů (přes 300 osob). V průběhu dne dále vystoupí taneční, skupina Domino Dance. Pro děti bude k dispozici skákací hrad a dětská diskotéka. Večer bude, zakončený posezením a tancem u živé hudby se skupinou Tetovanka a závěrečným menším, ohňostrojem. Cílem tohoto projektu je uspořádání společenské akce a připomenutí několikaleté, tradice fotbalové klubu v Jestřabí Lhotě, který kromě sportovní činnosti podporuje i společenské, dění v obci. V rámci této příležitosti klub plánuje vydat klubový vzpomínkový almanach a nechat, vyrobit upomínkové předměty pro účastníky oslav., TJ Jestřabí Lhota žádá Středočeský kraj o finanční podporu, která spočívá především pro, zajištění nákladů na uspořádání akce a výrobu upomínkových předmětů pro účastníky oslav","schváleno RK","62500","50000","30000","80"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033028/2017","Podpora sportovního vyžití mládeže","Tento projekt má zajistit finanční prostředky nutné na pokrytí provozních výdajů v roce 2017. Díky této dotaci bude moci náš spolek dofinancovat základní provoz mládeže v druhé polovině roku 2014. Provozní výdaje spolku na mládež jsou největší položkou v rozpočtu. Snažíme se je snižovat, ale pro zachování stávající úrovně a kvality mládežnického sportovního vyžití našeho spolku jsou náklady, které jsou předmětem této dotace, nevyhnutelné., Cíle a přínosy projektu, cílové skupiny: je získání finančních prostředků na úhradu provozních nákladů spolku pro činnost mládeže. Na našem hřišti hraje celkem 9 mládežnických celků, na což jsme patřičně hrdí, nicméně to s sebou nese i nemalé provozní náklady. Větší část rozpočtu spolku padne na provozní výdaje, kdy se jedná zejména o pronájmy, elektřinu, vodu, cestovné, startovné, údržba hřiště, pořadatelská služba, trenéři apod. Například za uplynulý rok 2016 činily celkové výdaje 1 470 000 Kč. Finanční prostředky na provoz spolku se snažíme zajistit prostřednictvím sponzorů či dotací, protože příspěvky členů spolku a zejména mládeže zdaleka nezajistí pokrytí provozních nákladů. Cílovou skupinou jsou mládežnické týmy, na jejichž fungování si zakládáme. Dotaci na rok 2017 bychom rádi použili na úhradu nákladů na dopravu a cestovné, nájemné a trenéry, energie a regeneraci hracích ploch., Výchozí situace: SK Spartak Příbram již má více jak 120 letou tradici. Patří mezi nejstarší kluby v České republice. Aktuálně máme 2 mužstva dospělých a 9 mládežnických mužstev. 200 dětí zde aktivně sportuje. Tyto děti jsou od fotbalové školky po starší dorost. Kromě hlavní činnosti - fotbalu, SK SPARTAK Příbram organizuje doplňkové činnosti jako míčové sportovní hry pro děti ve věku 3 – 5 let za přítomnosti rodičů a fotbalovou miniškoličku, která je pro děti ve věku 5 – 8 let s doprovodem rodičů. Areál využívají místní školy, konají se zde turnaje. Finanční prostředky na činnost klubu tvoří příspěvky členů, sponzorské dary a příspěvek města Příbram. Údržbu areálu financujeme z vlastních zdrojů.","schváleno RK","1470000","150000","50000","10.20408163"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/033030/2017","Česko - izraelský inovační den ","Akce se bude konat v pondělí 20. 11. 2017 v budově laserového centra ELI Beamlines v Dolních Břežanech. Akce je organizována ve spolupráci s Česko-izraelskou smíšenou obchodní komorou, laserovými centry ELI Beamlines, HiLASE a centrem BIOCEV. Hlavním tématem akce je ""Jak vytvořit vhodné podmínky pro rozvoj regionu založený na vědě a výzkumu, jak podpořit vznik technologického klastru – izraelské zkušenosti a možné implikace na region STAR"". V dopoledním bloku budou prezentovány úspěšné příklady z praxe  na téma transfer/IP/licence/založení spin-off firmy. Odpolednímu diskusnímu bloku bude předcházet představení Weizmannova institutu. Naváže diskuse nad možnými implikacemi pro region STAR, které by se měli zúčastnit zástupci izraelských i českých výzkumných institucí, firem i veřejné správy. 	Hlavním cílem je motivovat zejména mladé vědce skutečnými příběhy s cílem podpořit podnikavost, ochotu riskovat, nevzdávat se atd. Zároveň motivovat manažery a seniorní vědce ke změně přístupu k transferu a poskytnutí většího prostoru mladým talentům. To vše by se pozitivně projevilo v dalším rozvoj regionu, přílivu nových firem do regionu STAR, v navazování nových spoluprací mezi vědou a výzkumem a průmyslovými podniky. , Akci bude předcházet večeře partnerů s řečníky a zástupci izraelské strany. Partneři budou dle předpokladu obdobně jako u loňského ročníku zástupci obchodní komory, obou ambasád, SIC, KÚ Středočeského kraje, CzechInvestu, SPČR a výzkumných ústavů v regionu STAR. , ","schváleno RK","400000","200000","200000","50"
"Financování dalších činností a aktivit, nad nimiž převzal záštitu některý z orgánů SK","2017","FHT/PHT/033036/2017","Přívoz Úholičky - Řež","Sezónní provoz přívozu 4-10/2017, spojující břehy Úholiček a Husince - Řeže. Obec Úholičky provozuje tuto službu prostřednictvím provozovatele, se kterým má smlouvu. Přívoz zajišťuje:, - propojení obcí - vybavenosti, - propojení turistických a cyklistických tras č. 0081,0082, 8100 a 7EV7 na obou březích, - dosažitelnost turistických cílů., Přívoz obnovuje službu, která zde fungovala a v minulosti zanikla. jedná se o přímé a bezpečné spojení břehů s návazností na vlak a autobus v systému PID., - ","schváleno RK","138000","100000","100000","72.46376812"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033035/2017","PLNOU PAROU DO NOVÉHO ŠKOLNÍHO ROKU","Jedná se o VII. ročník uvedené akce - společenské, sportovně-kulturní odpoledne pro všechny věkové kategorie, soutěže, sport, hry, zábava, volnočasové aktivity pro děti a dospělé (enkaustika i pletení z pedigu), fotbalové utkání starých gard (Mladá Boleslav x Žerčice), hudební a taneční vystoupení, soutěže, ukázka policejní výzbroje a výstroje, ukázka a předvedení hasičské techniky výzbroje a výstroje profesionálních hasičů, agility, projížďka na ponících, bohatá tombola, mašinka, skákací hrad....... Občerstvení po dobu trvání akce zajištěno. Spolek ""Pro budoucnost Žerčic"" pořádá tuto akci po sedmé a rok od roku se zvyšuje návštěvnost, proto je nutné zajisti nejen více soutěžních stanovišť, ale také rozšířit pořadatelský tým, včetně aktivit pro všechny věkové kategorie., Nově budou pro veřejnost připraveny dvě volnočasové aktivity - enkaustika a dílna pletení z pedigu. Enkaustika zaujme jistě nejen děti a mládež, ale i dospělé. Rozšíření soutěžních stanovišť bude mít formu naučnou, neboť děti budou mít u stanovišť (rozpoznávání zvěře a vše s tím související) i odborný výklad myslivců. Po celou dobu se losuje průběžně tombola, kde mohou děti v dětské tombole vyhrávat školní potřeby, sladkosti, nebo hry a dospělí zase vstupenky do divadel, či konzumační poukázky do restauračních zařízení. Vstupné na akci je dobrovolné.","schváleno RK","48000","12000","12000","25"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033064/2017","Galavečer bojových sportů ČR vs. Německo – Mělník vs. Oranienburg","Galavečer bojových sportů je unikátní boxerský turnaj s mezinárodním sportovním a zároveň kulturním významem.  Jedná se o 3. ročník a v současné době probíhají jednání s partnerským městem Oranienburg a celý galavečer bude prezentován jako mezistátní zápas ČR vs Německo – Mělník vs Oranienburg., Pořadatelé:, Galavečer pořádá SK BOX Mělník ve spolupráci s oddílem Rudolfa Kraje, stříbrným medailistou z olympijských her 2000 v Sydney SKB Mělník a Muay Thai Sokol Mělník. Jedná se o ojedinělé propojení tří subjektů, kterou doplní MEKUC, ZUŠ Mělník a záštitu přislíbilo i město Mělník., Návštěvníky na Galavečeru čeká:, -	Bojovníci v thai boxu, -	Olympijský box (11–12 zápasů), -	Taekwondo, -	Exhibiční zápasy, -	Ukázky bojových umění: Krav Maga, Aikido, -	Hudební doprovod , -	Bubeníci ZUŠ Mělník, , Zatímco u mládeže jde především o propagaci zdravého životního stylu, u dospělých už jde o vytvoření tradičního unikátního galavečeru, který se bude odehrávat ve večerních hodinách a získá tak na atraktivitě. Diváci se mohou těšit na MČR roku 2014 Tomáše Horna (SKB Mělník), MČR z roku 2015 a 2017 Jana Gazdíka (SK BOX Mělník) a MČR 2017 Josefa Škopa (SK BOX Mělník). , V zájmu pořadatelů zdaleka není jenom snaha vytvořit sportovcům a příznivcům především Boxu další příležitost se utkat, ale především vytvořit tradiční Galavečer, na který se budou rádi vracet. , V neposlední řadě chtějí pořadatelé zbořit mýtus a časté názory, že box a úpolové sporty jsou surový sport. Galavečer boxu je společenskou sportovní událostí, kam by měly zamířit jak rodiny s dětmi, tak mládež. Nechceme tuto akci cílit na jednu věkovou kategorii. Naopak. Naše snaha je poskytnout sportovní a společenské vyžití široké veřejnosti., Bohatý doprovodný program se ponese v duchu motta: „Ukažme úpolové sporty v dobrém slova smyslu.“ a nabídne vystoupení místního rappera. , , Cíle projektu, Box a úplové sporty se všude na světě vyznačují uvolněnou atmosférou, kde nejde tolik o výkony jako spíš o zábavu a setkávání lidí se stejnou zálibou. Přesně to je cílem organizátorů Galavečeru boxu 2017, vytvořit nezapomenutelnou sortovní show, která bude pokračovat v tradici., , Propagace sportu jako zdravého životního stylu. , Přiměřená pohybová aktivita patří k základním a určujícím faktorům ovlivňujícím zdraví a délku lidského života, kterou není možno jiným způsobem kompenzovat. Vzhledem ke stálému snižování přirozené fyzické zátěže u všech věkových skupin občanů je proto funkce tělovýchovy a sportu v současné době v jejich životě nezastupitelná. Aktivní způsob života, zejména v tělovýchovné a sportovní oblasti, patří mezi nejdůležitější a nejefektivnější součásti prevence drogové závislosti, alkoholismu, kriminality a dalších negativních sociálních jevů. Mnohým občanům se zdravotním postižením napomáhá v jejich snaze úspěšně se vyrovnat s jejich handicapem a v integraci do společnosti., , Vedlejší cíle projektu:, , V druhé řadě se jedná také o rozšíření obzoru dětem o dalších sportech už od mládí, aby nežily v omylu, že mají na vybranou pouze ze sportů jako je např. fotbal, florbal a hokej., , Komu je projekt určen, Projekt je určen široké veřejnosti bez rozdílu věku, ať jednotlivcům nebo skupině přátel nebo rodinám s dětmi. Chceme tímto projektem oslovit co nejširší veřejnost., , Přínos projektu, , Galavečer nabízí občanům Mělníka a jeho okolí příležitost navštívit vrcholnou sportovní akci v jejich sousedství a prostřednictvím novinových článků a venkovní billboardové reklamy propagaci města a Středočeského kraje s mezinárodním charakterem díky účasti sportovců z Německa., Dále poskytuje možnost občanům potkat jak se svými sousedy, vrcholovými sportovci, kteří dokazují, že nic není překážkou., , Forma propagace:, , Média – tisk, webové stránky, sociální sítě, Banery v sále. , , Vzhledem k mezinárodní akci se jedná i o propagaci mimo území české republiky., , Seznam příloha:, 1) Výpis ze spolkového rejstříku, 2) Popis projektu, 3) Položkový rozpočet","schváleno RK","300000","150000","30000","50"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033044/2017","Noční Velká cena ČSP Ptýrov","Žádáme o dotaci na technické zajištění akce ""Noční Velká cena Českého skokového poháru Ptýrov"" (tribuny, ozvučení areálu, LED obrazovka, zábrany a oplocení). Jedná se o tradiční ročník závodu v parkurovém skákání na ptýrovském kolbišti, kterého se účastní elita jezdeckého sportu. Během akce konané 19.8. 2017 proběhnou nejen soutěže v parkurovém skákání, ale je připraven i zajímavý doprovodný program. Při akci navštíví areál přibližně 3.000 diváků. Program láká dospělé i rodiny s dětmi, ať jsou příznivci jezdeckého sportu nebo pouze laici., ","schváleno RK","250000","50000","50000","20"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/033045/2017","Dotace na terapeutickou školku pro syna s PAS a ADHD","Syn, Vojtěch Novák (5 let), trpí dětským autismem a ADHD. Ve spádové školce pod dozorem asistenta pedagoga nečinil téměř žádné pokroky ani po roce a půl. Nevěděli si s ním rady, byl v MŠ spíše tolerován. Na jaře 2017 se v Kralupech otevřela terapeutická školička Mannaz, kam jsme syna přihlásili. Školkovné činí 14.900,- Kč měsíčně. Synovi se ve školce líbí a za půl roku učinil neskutečné pokroky. 2x denně absolvuje intenzivní terapie pod dozorem odborníků z Prahy. , Jelikož je od letošního roku předškolní vzdělávání pro syna povinné a mělo by být bezplatné, rádi bychom zažádali o finanční podporu na synovu docházku do MŠ v roce 2017. Mnohokrát děkuji! ","schváleno RK","149000","30000","10000","20.13422819"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033046/2017","Mistrovství České republiky dospělých a dorostu v terénní lukostřelbě","Lukostřelecký klub Votice získal pořadatelství Mistrovství České republiky dospělých a dorostu v terénní lukostřelbě. Předmětem je tedy uspořádání významné sportovní akce a celorepublikovým významem. Vlastní mistrovství se bude konat v nedaleké obci u Votic - Beztahov. ","schváleno RK","80000","40000","40000","50"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/033079/2017","Den prevence města Benešov","V sobotu dne 23. 09. 2017 se před Táborskými kasárnami od 13:00 do 17:00 hodin uskuteční již 5. ročník Dne prevence města Benešov. Akce, která je rok od roku navštěvovanější a pro širokou veřejnost oblíbenější. Hlavním pořadatelem celé akce je město Benešov ve spolupráci s Integrovaným záchranným systémem „IZS“ (HZS – hasičský záchranný sbor, ZZS – zdravotní záchranná služba, PČR – policie České republiky), Městskou policií Benešov, Jízdní policií Praha a Armádou ČR. Cílem akce je představit široké veřejnosti činnost IZS a PČR, a to zábavnou formou skrze dynamické ukázky. Součástí prezentace složek IZS je i možnost nahlédnout na techniku z blízka a zeptat se jejich zástupců na zajímavosti z praxe. Akce je doplněna bohatým programem, na kterém se podílejí neziskové organizace z okolí (Dům dětí a mládeže, Statek Vlčkovice, o.p.s., Diakonie ČCE, Pečovatelská služba okresu Benešov a další). Celý program je rozdělen do časových intervalů, v rámci kterých budou probíhat ukázky z jednotlivých oblastí. , Podrobný harmonogram celé akce:, 13,00 - Úvodní slovo,, 13,15 -	Záchrana osob z výšky a ukázka lezecké skupiny HZS,, 13,45 -	Odbor školství, kultura a sportu (OŠKS) – ukázka bojového umění,, 14,00 -	oddělení služební kynologie KŘP Středočeského kraje  – ukázka výcviku policejních psů , prvosledová hlídka Policie ČR, ÚO Benešov – dynamická ukázka (zadržení pachatele),, 14,30 -	Zásah zdravotnické záchranné služby,, 15,00 -	Jízdní policie Praha – Městská policie Praha,, 15,20 -	Dynamická ukázka Městské policie Benešov,, 15,45 -	Odbor školství, kultura a sportu (OŠKS) – ukázka bojového umění,, 16,00 -	Armáda ČR,, 16,20 - Vyprošťování osob z hořícího auta + hašení – součinnostní akce IZS,	, 16,30 - Závěrečné slovo a poděkování., V rámci celého odpoledne bude probíhat doprovodný program, který svojí rozmanitostí zcela určitě zaujme a každý z účastníků si přijde na své. V rámci doprovodného programu se můžete těšit na: malování na obličej, dočasné tetování, nafukování a tvarování balónků, jízdu na koni, fotokoutek s rekvizitami od jednotlivých složek IZS, simulátor nárazu (rotační auto), dopravní hřiště, hry s odměnami, prohlídku techniky, konzultaci se zástupci jednotlivých složek IZS, možnost prohlídky bezpečnostních prvků aut Škoda (řez novým autem – airbagy atd.), prezentaci neziskových organizací, doprovodnou kapela, sportovní a ukázkové aktivity a samozřejmě na občerstvení. Doprovodný program - Sportovní a ukázkové aktivity pro děti a mládež se budou odehrávat v blízké tělocvičně v táborských kasárnách. Organizace tohoto programu bude pod záštitou OŠKS a Městské policie Benešov, převážně pod vedením asistentů prevence kriminality. V rámci sportovních aktivit si mohou účastníci na vlastní kůži vyzkoušet různé bojové chvaty, prvky sebeobrany a také sportovní disciplíny (ukázka kruhového tréninku a plno dalších), které jsou nedílnou součástí fyzické přípravy každého záchranáře., ","schváleno RK","282628","125000","125000","44.22774814"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033066/2017","Zimní futsalové turnaje pro mládež","Náš klub hrající již třetí sezónu druhou nejvyšší futsalovou soutěž se rozhodl podpořit vývoj tohoto sportu v okrese Mladá Boleslav uspořádáním série halových turnajů pro mládež. Jelikož zájem o tento sport zaostává oproti jiným okresům, považujeme jako místní lídr tohoto sportu za svou povinnost, šířit povědomí o futsale a získávat nové členy pro jeho členskou základnu již mezi žáky či dorostenci tak, aby byla zajištěna budoucnost tohoto sportu. Bohužel v našem městě je pronájem hal natolik vysoký, že se při pořádání turnajů bez podpory formou dotací neobejdeme.","schváleno RK","126000","119000","20000","94.44444444"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033086/2017","Břežanská desítka","Břežanská desítka je běžecký závod na 10 km, který se uskuteční 17. 9. 2017 již jako druhý ročník. Pro dospělé je připravena trať dlouhá 10 km s možností ji běžet i jako štafetu 2x 5 km. Pro děti jsou připraveny závodní tratě na 500 až 1500 metrů. Čas všech účastníků bude měřen profesionální kvalitní časomírou. Jako první v republice budou měřeny i časy dětských nezávodních běhů. Po celý den bude pro diváky i běžce připraveno mnoho doprovodných akcí v prostorách startu a cíle závodu. Doprovodný program bude zaměřený na celé rodiny. Občerstvení bude zajištěno na celé trati i v cíli závodu. Také je pro závodníky připraven zdravotnický personál a celá akce je zajištěna , Na první ročník zavítalo okolo 500 lidí. Hlavního závodu se zúčastnilo okolo 200 běžců a v dětských kategoriích běželo přes stovku dětí. V letošním roce očekáváme ještě vyšší účast. Břežanská desítka je závod pro všechny věkové kategorie, a to jak dospělé, tak i dětské. , Předmětem projektu je přinést kvalitu profesionálního běžeckého závodu do okolí Dolních Břežan a poskytnout lidem závody v mnohem dostupnějším a přátelštějším formátu. Cílem organizátorů je uspořádat kvalitní běžecký závod v „domácím prostředí“. Hlavní organizační tým tvoří 3 lidé, kteří jsou zkušenými organizátory největších sportovních akcí konajících se v České republice. Hlavní organizátor Lukáš Holeček se věnuje pořádání sportovních akcí od roku 2010. Ve spolupráci s Jakubem Jirkou technicky zajišťovali největší běžecké akce v České republice. A to konkrétně běhy série RunCzech a Prague International Marathon. Lukáš Holeček je také hlavním organizátorem nedávno organizovaného triatlonu Chalenge Prague. Přemysl Prášek, třetí organizátor Břežanské desítky, se převážně věnuje pořádání orientačních běhů. , Cílem projektu je uspořádat akci, která pobaví lidi, kteří rádi běhají, ale i ty, kteří běžce jen doprovázejí. Smyslem projektu je přinést lidem zadostiučinění a potěšení z uběhnutých kilometrů. Běhání je v poslední době velmi oblíbená disciplína, je to o překonání sama sebe. Trať Břežanské desítky, která je dlouhá 10 km, je taková první meta, když začínáte běhat. , Touto cestou bychom rádi požádali o finanční příspěvek na nutné náklady spojené s pořádáním této akce. Případné finanční prostředky by byly použity na výdaje spojené s časomírou, jako on-line registrace, startovní čísla a samotné měření času během závodu. Dále bychom pořídili odměny – medaile pro běžce závodu. Další položkou je občerstvení pro běžce, které tvoří ovoce, voda a iontový nápoj. Samotné občerstvení během závodu je velice důležité pro zvládnutí závodu. Občerstvení bude zajištěno na několika místech závodu pomocí občerstvovacích stanic. V poslední řadě bychom finanční prostředky použili na nutnou propagaci závodu, která by byla zajištěna pomocí reklamy na internetu, bannerů, reklamních letáků a pomocí dalších propagačních materiálů. Propagace Středočeského kraje jako hlavního sponzora akce by byla zajištěna na všech propagačních materiálech včetně internetových stránkách Břežanské desítky. , Břežanská desítka je nevýdělečná akce. Je koncipována tak, aby příjmy pokryly náklady na její pořádání. Většinu organizačního týmu tvoří dobrovolníci, kteří závod organizují ve svém volném čase bez nároku na honorář. Z důvodu vypadnutí generálního partnera akce žádáme o tuto dotaci, která nám pomůže pokrýt nutné náklady na pořádání této akce. , ","schváleno RK","140500","42000","20000","29.89323843"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033062/2017","Půlmaraton Český ráj","Závod v běhu na 21km v Českém ráji. Krásná trasa přírodou a jedinečná příležitost proběhnout srdcem Českého ráje, na dohled mít zříceninu hradu Trosky a běžet přímo skrz nádvoří hradu Kost. To jsou jen střípky z nádherných scenérií, které vás na trase Eleven půlmaraton Český ráj čekají. Start i cíl se odehrává v kempu Peklo u Komárovského rybníka v Branžeži. Na své si přijdou špičkový běžci, široká veřejnost i děti (běhá celá rodina)! Jedná se o jednodenní akci kdy ráno probíhá registrace, dopoledne dětské závody. Start hlavního závodu je ve 12 hodin. Po celé trase závodu jsou rozmístěni regulovčíci, na trati máme několik občerstvovacích stanic, dobrovolníci v reflexních vestách kteří budou na místech kde závodníci probíhají silnici. Každý závodník v cíli obdrží medaili a občerstvení. Po doběhu všech závodníků probíhá vyhlášení výsledků. Po závodě následuje úklid celé trasy a centra závodu. V průběhu akce bude možnost si vyzkoušet koloběžky, nakoupit, ","schváleno RK","298500","25000","15000","8.37520938"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033058/2017","Reprezentace Kutné Hory/Středočeského kraje/České republiky na mistrovství Evropy, mistrovství světa Spartan race a mistrovství světa OCR","Jakožto mistr České republiky a vícemistr Evropy týmových štafet v disciplíně extrémních překážkových běhů OCR pro rok 2017 budu reprezentovat rodné město Kutná Hora, Středočeský kraj a Českou republiku na vrcholných akcích extrémních překážkových běhů Spartan race a OCR. Na mistrovství Evropy Spartan race ve španělské Andoře, mistrovství světa Spartan race v USA u jezera Lake Tahoe a mistrovství světa OCR v Kanadě. Na všech mistrovstvích se budu účastnit jak individuálních závodů jednotlivců, tak týmových štafet reprezentujících Českou republiku. Vzhledem ke své dosavadní výkonnosti a úspěchům v letošní sezóně mám ambice na umístění v elitní desítce (ME) resp. elitní dvacítce (MS a MS OCR).","schváleno RK","130000","80000","20000","61.53846154"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/033059/2017","pIšQworky 2017","Soutěž pIšQworky v letošním roce slaví jubileum, neboť se koná již podesáté. Jedná se o týmovou soutěží pro studenty středních škol a víceletých gymnázií a žáky 8. a 9. tříd základních škol v logické hře piškvorky. , , pIšQworky rozvíjí logické a analytické myšlení, týmovou spolupráci a díky systému realizace projektu i organizační dovednosti., , Soutěž je v kraji pořádána na třech úrovních. Školní kola probíhají na jednotlivých školách (od 19. 9. do 25. 10. 2017). Následují oblastní turnaje pořádané ve většině bývalých okresních měst (v termínu od 6. 11. do 24. 11. 2017). Nejvýše stojí krajské kolo (pořádané v týdnu od 27. 11. do 1. 12. 2017), z něhož postupují týmy do celorepublikového finále (8. 12. 2017). , , , Detailní průběh letošního ročníku lze vyčíst ze závěrečné zprávy pIšQworek 2016.","schváleno RK","52000","15000","10000","28.84615385"
