"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035556/2018","Podpora činnosti TJ Sokol Nespeky 2018","Dovolujeme si Vás požádat o dotaci na podporu našeho spolku. Dotace bude použita na soustředění mládeže, cestovné, ubytování, materiální vybavení, údržba trávníku.","schváleno RK","150000","50000","40000","33.33333333"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035463/2018","Dotace pro mého syna hokejistu","Finanční podpora pro syna Patrika Medáčka, který hraje hokej od 4.let nejprve za BK Mladá Boleslav nyní za HC Benátky za mladší dorost, dotaci žádám na hokejové vybavení,cestovné, na hokejové soustředění ,na kurz rozhodčího a na vybavení s tím související. Syn byl již dvakrát na olympiádě dětí a mládeže, kde v roce 2016 vyhrál 1 zlatou medaili v rychlobruslení a v roce 2018 2 zlaté medaile v rychlobruslení.Jezdí také na závody ve víceboji pořádané školou “OVOV “kde v roce 2016 na republikovém finále v Brně vyhrál zlatou medaili a byl mistr republiky.Já jsem matka samoživitelka, na alimentech otec syna dluží téměř 400000k. Syna podporuji co nejvíce to jde, ale z finančních důvodů je to velmi těžké. ","schváleno RK","80000","60000","50000","75"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035470/2018","Kutnohorský groš se zadáním titulu CACT a res. CACT. - (lesní a barvářský zkoušky loveckých plemen)","Kutnohorský groš se zadáním titulu CACT a res. CACT. Zkoušky loveckých plemen probíhají, jako dvoudenní soutěž (lesní a barvářský zkoušky loveckých plemen). Jedná se o osmý ročník a jedinou soutěž v ČR pořádanou na území Městyse Suchdol u Kutné Hory ve Středočeském kraji. Soutěže se účastní po oba dva dny 12 pejsků s doprovodem, 4 x rozhodčí, 1 x předseda, 1x ředitel, 15 x pořadatelská služba.","schváleno RK","17000","10000","10000","58.82352941"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035471/2018","Zkoušky honičů se zadáním titulu ,,Diviačiar''","Zkoušky honičů se zadáním titulu ,, Diviačiar‘‘ jsou prestižní dvoudenní lovecké zkoušky, které se pořádají při naháňce na černou zvěř. Soutěže se účastní 12 pejsků s doprovodem (naháněči), 4 x rozhodčí, 1 x předseda, 1x ředitel, 10 x pořadatelská služba, min. 30 x střelci. Soutěž probíhá v honitbě HS Petrovice I. ve Středočeském kraji. Bude to čtvrtý ročník pořádaný v této krásně zalesněné honitbě.","schváleno RK","17000","10000","10000","58.82352941"
"Financování dalších činností a aktivit, nad nimiž převzal záštitu některý z orgánů SK","2018","FHT/PHT/035472/2018","Na kole jen s přilbou","Jedná se o již 8. ročník projektu neziskové organizace Bezpečně na silnicích o.p.s., jehož hlavním partnerem je Horská služby ČR, o.p.s. , , Hlavním cílem projektu je snížení nehodovosti a zejména následků dopravních nehod cyklistů v ČR zapříčiněným nepoužitím či nesprávným použitím bezpečnostních prvků při jízdě na kole a to prostřednictvím komunikační kampaně o dodržování bezpečnostních zásad při jízdě na kole. Důraz kampaně bude kladen na použití ochranných bezpečnostních přileb., , Dílčí cíle projektu:, , 1. Prostřednictvím komunikace upozornit na nebezpečí plynoucí z nedodržování zásad bezpečné jízdy, nepoužívání ochranných přileb a používání bicyklu, který není v řádném technickém stavu., , 2. Změna chování vedoucí k odpovědnějšímu pohybu na kole (s akcentem na rizika jízdy pod vlivem alkoholu a apelací na zajištění dostatečné viditelnosti pro ostatní účastníky silničního provozu) a dalšímu rozšíření těchto informací směrem k široké veřejnosti., , 3. Vytvoření a distribuce map s výukovými prvky a reflexních materiálů., , Samotné aktivity projektu jsou realizovány od dubna do konce října, kdy probíhají tzv. cyklo-hlídky a akce pro veřejnost., , V rámci projektu bude distribuováno 78 000 skládacích cyklomap a 70 000 dalších informačních materiálů, v nichž cyklisté najdou řadu potřebných informací (např. telefonní čísla na stanice horské služby v dané oblasti či cyklistické desatero). Pro zvýšení bezpečnosti a viditelnosti cyklistů v provozu bude zdarma poskytnuto více než 12 000 reflexních pásek. , , Projekt bude také podpořen tříměsíční intenzivní plakátovací kampaní, inzercí a komunikací na sociálních sítích. Tým silniční bezpečnosti rovněž bude vydávat tiskové zprávy informující širokou veřejnost o široké škále témat souvisejících s bezpečností cyklistů v silničním provozu a také o specifikách cykloturistiky v jednotlivých regionech., ","schváleno RK","2182550","200000","50000","9.16359304"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035477/2018","10 lužických sedmistovek","Předmětem naší žádosti je dvoudenní běžecký ultramaraton v Lužických horách s názvem „10 lužických sedmistovek“, kdy běžci zdolají 10 vrcholů s nadmořskou výškou nad 700 m. n. m. Již osmý ročník tohoto závodu se bude konat v termínu 18. a 19. srpna 2018. Závod je zařazen do českého ultramaratonového poháru „ULTRACUP“ organizovaný Českou asociací altramaratonců. Závodu se pravidelně zúčastňují běžci z týmů ze Středočeského kraje jako jsou Atletika Stará Boleslav, MK Kladno, OK Dobříš, SK Babice a TJ Unhošť. Mezi dalšími přihlášenými jsou běžci z celé České republiky a pár běžců i ze zahraničí. , Ultramaraton „10 lužických sedmistovek“ je maraton, který se běží ve dvou dnech. V pátek před samotným závodem jsou závodníci seznámeni s trasou závodu, kdy každý účastník obdrží mapku s přesným popisem trasy včetně vyznačení kritických míst na trati. První den ultramaratonu běžci absolvují trasu v délce 65 km a druhý den absolvují trasu v délce klasického maratonu 42,2km. Během dvou dnů běžci vyběhnou na 10 vrcholů v Lužických horách, jejichž vrcholy leží v nadmořské výšce nad 700 m.  Za zmínku stojí vrch Luž, který je nejvyšší horou Lužických hor. Dále vrchol Hvozd neboli Hochwald, který se nachází na německé straně Lužických hor. Běžci většinu trasy překonávají nemalé výškové rozdíly. Samotná trasa začíná v obci Sloup u České Lípy, která se nachází v nadmořské výšce 300 m. První den trasy končí v Krompachu a v neděli se dobíhá zpět do Sloupu u České Lípy, kde kolem 14 hodiny probíhá slavnostní vyhlášení vítězů. Každý účastník dostane funkční triko s potiskem a originální diplom. Všichni úspěšní závodníci budou odměněni pamětní medailí. Pro vítěze závodu budou připraveny poháry a věcné ceny, které závisí na možnostech sponzorů. , V průběhu celé trasy jsou pro běžce zajištěny občerstvovací stanice v podobě kvalitního běžeckého jídla a pití. Tyto občerstvovací stanice jsou přizpůsobeny technickým možnostem a dostupnosti s ohledem na chráněnou krajinou oblast. Pro sportovce je připraveno i občerstvení po závodě. , Po celou dobu závodu je zajištěn kvalifikovaný zdravotník (lékař) na startu a v prostoru cíle, který v případě potřeby vyráží na trasu k případnému ošetření závodníků.  Dále na každé občerstvovací stanici jsou připraveny zdravotní balíčky obsahující základní vybavení k poskytnutí pomoci., Závod je velmi náročný, ale snažíme se zajistit pro všechny účastníky maximální péči a rodinné prostředí.  Cílem projektu je připravit pro závodníky zajímavý a kvalitní závod po všech stránkách. , V rámci propagace samotného závodu bychom rádi propagovali Středočeský kraj jako našeho hlavního sponzora závodu. Logo Středočeského kraje by bylo použito na pozvánkách, informačních letácích, na internetových stránkách závodu (www.10luzickychsedmistovek.cz) a během závodu na veškerých informačních cedulích a mapičkách., Rádi bychom požádali Středočeský kraj o finanční příspěvek na část nákladů spojených s realizací ultramaratonového závodu. Finanční příspěvek bychom použili k nákupu cen pro účastníky závodu – funkční trika s potiskem, originální ultramaratonové diplomy, pamětní medaile, věcné ceny a poháry pro vítěze. Dále na odměnu pro kvalifikovaného pracovníka, který se bude věnovat závodníkům po celé dva dny. V příloze zasíláme celkový rozpočet plánované akce. , ","schváleno RK","63000","20000","5000","31.74603175"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035483/2018","Nákup lyží na sezónu 2018/19","Členům spolku úspěšně soutěžících v alpských disciplínách v kategoriích předžáků a žáků (2.místo na ODM) je na další sezónu zajišťována potřebná lyžařská výbava formou jednotné poptávky, pro získání nejlepší pořizovací ceny. Použitá a stále funkční lyžařská výbava je nadále podstoupena mladším členům spolku dle vhodnosti délek lyží. Lyže je možné využívat maximálně 2 sezóny, poté jsou již nefunkční ubroušené. Lyže se poptávají v jarním období a po odsouhlasení objednávky se následně expedují na podzim, kdy probíhá také úhrada faktury. ","schváleno RK","110200","95200","50000","86.38838475"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/035485/2018","Setkání bývalých družstevníků (cca100 osob) JZD ""Javorna"" Čistá","Plánuji setkání bývalých družstevníků v KD bývalé střediskové obce Čistá., Realizace - neformální setkání s pohoštěním a hudbou","schváleno RK","20000","16000","16000","80"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/035486/2018","Plenární zasedání EGS a investitura rytířů řádu Svatého Sebastiána","Jedná se první setkání celoevropského sdružení ostrostřeleckých sborů, předběžně potvrzená účast je cca 230 osob, předpoklad je přes 300 osob z Rakouska, Německa, Belgie, Holandska, Švédska, Ukrajiny a dalších zemí. Uskutečnění této akce zajišťují ostrostřelecké sbory sdružené pod hlavičkou Ostrostřelci zemí Koruny české (Rakovník, Chomutov, Loket a Ostrov nad Ohří), hlavním garantem je pak Sbor rakovnických ostrostřelců. Akce se uskuteční na území krajů Středočeského (Nesuchyně) a Ústeckého(Žatec)., , Na akci jsme podali i žádost o převzetí záštity., , Vzhledem k pozdnímu podání, s ohledem na pravidla Fondu, žádáme o udělení výjimky z termínu podání 30.dnů před konáním akce. ,  ","schváleno RK","1400000","50000","30000","3.57142857"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/035490/2018","LOUŇOVICKÉ LETNÍ DIVADELNÍ AKTIVITA 2018","                             V letošním roce proběhne již šestý ročník, který se pravidelně odehrává v areálu  ,                              restaurace U Henců  na letní divadelní scéně.  Od poloviny června ,                              do poloviny září se o víkendech uskuteční celkem 14 divadelních představení. Velká ,                              většina představení jsou divadla amatérská, letos doplněná o 2 profesionální ,                              soubory.  Kapacita letní scény čítá 100 míst k sezení.  Na repertoáru jsou pohádky pro ,                             děti od 4 let, inscenace pro mládež a pro dospělé. Žánrově jsou to činohry, loutková ,                             divadla a muzikály., ","schváleno RK","62600","25000","15000","39.93610224"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035498/2018","GLADIATOR CHALLENGE 2018 – Extrémní překážkový závod","Předmětem naší žádosti o dotaci jsou náklady spojené s uspořádáním druhého ročníku extrémního překážkového závodu pod názvem Gladiator Challenge 2018, který by se měl konat 28.9.2018 v Kralupech nad Vltavou. Závodu se může zúčastnit kdokoliv, kdo si chce vyzkoušet svou sílu, důvtip, instinkt, a to vše využít ve svůj prospěch k zdolání překážek. Závod je vhodný pro všechny věkové kategorie, různé tělesné kondice a obě pohlaví. Tento překážkový běh je určen k otestování osobní silové odolnosti, pevnosti, pružnosti, vytrvalosti, rychlosti a zručnosti. , Po velkém úspěchu v loňském roce plánujeme prodloužit trať z 2,5 km na 8 km, a tak by se trať rozšířila o část podél řeky Vltavy. V blízkosti řeky Vltavy v Kralupech nad Vltavou se nacházejí vodní tůně, kde bychom připravili i několik unikátních vodních překážek, které ještě nebyly použity na žádném závodě v České republice. Na 8 km trati bude pro závodníky připraveno přes 30 jedinečných překážek od různých ručkování, nošení břemen, zdolávání zdí, plazení až k různým vodním skluzavkám či komplikovaným Monkey barům, které jsou často používány v závodech s názvem Ninja faktor. U každé překážky bude zajištěn pořadatel, který dohlédne na správné překonání překážky, ale také přispěje k bezpečnému a hladkému průběhu závodu. Na konci závodu bude pro každého závodníka připravena pamětní medaile a drobné občerstvení. Nejlepší 3 závodníci v každé kategorii obdrží trofeje a věcné ceny od partnerů závodu. , Z důvodu prodloužení tratě oproti loňskému roku, jsou předmětem naší žádosti náklady spojené se zajištěním potřebného množství pořadatelů a vytvořením úplně nových překážek, na které bude potřeba zajistit materiál ve formě dřevěných trámů a tyčí, OSB desek, sítí, lan a spojovacího a úchytového materiálu. , Cílem našeho projektu je připravení stejně náročného závodu jako v horských oblastech a zařazení se mezi tradiční pořadatele těchto závodů. Věříme, že se dá připravit stejně náročný závod i v klimatických a přírodních podmínkách Středočeského kraje. Pořadatel Gladiator Training, z.s. je spolek, který byl založen v roce 2015 v Kralupech nad Vltavou za účelem přípravy svých členů na extrémní překážkové závody typu: Predator Race, Spartan Race a další podobné a zahraniční závody. V současné době jsme jediným klubem ve Středočeském kraji, který má status Predator Workout, neboli klub spolupracující s pořadateli mezinárodně známého závodu Predator Race, který připravuje své členy na tento závod. , Povinnou publicitu zajistíme zveřejněním informací o spolufinancování akce v místě konání (na stanovištích), dále na vývěskách ve městě a na internetových stránkách. , ","schváleno RK","55000","45000","20000","81.81818182"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/035507/2018","Dětský karneval+divadlo+soutěže+tombola","Dětský karneval bude konán v kulturním sále obce Uhy, kde budou pro děti připraveno divadélko, soutěže s cenami a na závěr dětská tombola","schváleno RK","50000","30000","30000","60"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035510/2018","Rozloučení s prázdninami","Akce je na hřišti u lesa. Děti plní sportovní disciplíny za odměny. Součástí je jízda na koních a ukázky všech sportů v naší obci se sportovními soutěžemi. Součástí je i horolezecká stěna a lanovka. Účast dětí je velká - cca 160 dětí., , , , , , , , , , ","schváleno RK","48000","33600","10000","70"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/035587/2018","Podpora kulturních aktivit v obci Lhotka v roce 2018","Obec Lhotka představuje malou obec, vzdálenou cca 10 km od obce Hořovice (okres Beroun), nacházející se na úpatí vrchu Plešivec. K 31. 12. 2017 bylo v obci 332 trvale hlášených osob. , , Přestože se jedná o malou obec, je v obci za spolupráce zastupitelstva obce Lhotka a místních organizací pořádáno každoročně mnoho kulturních či sportovních akcí a to jak pro místní, tak i přespolní návštěvníky, kterými jsou především děti a mládež. , , Tyto akce jsou širokou veřejností hojně navštěvovány. Řada těchto akcí má již dlouholetou tradici, kdy se těchto akcí účastní jak místní občané či návštěvníci z daného regionu, tak i lidé mimo Středočeský kraj. , , Jak již bylo uvedeno, místní spolky ve spolupráci s obcí Lhotka pořádají v průběhu roku různé sportovní, kulturní či zábavné projekty. Samospráva obce udržuje již dlouhodobě vynikající spolupráci s místními spolky, kterými jsou místní spolek Sboru dobrovolných hasičů obce Lhotka, Tělovýchovná jednota obce Lhotka a místní sdružení Rybářů. , , Spolupráce spočívá ve vzájemné pomoci na údržbě movitého a nemovitého majetku obce Lhotka, údržbě veřejných prostranství, pomoci při likvidaci následků živelních či jiných pohrom a to jak na majetku obce Lhotka, tak na majetku samotných občanů. Neopomenutelnou součástí spolupráce mezi obcí Lhotka a místními spolky je právě pomoc při přípravě kulturních akcí na území obce. , , S ohledem na uvedené skutečnosti předkládá obec Lhotka žádost o dotaci na podporu kulturně – sportovních / výchovných akcí v obci Lhotka, kterými jsou:, , - Dětské rybářské závody, , - Prázdniny končí pod Plešivcem, , - Drakiáda, , - Rozsvícení vánočního stromku. , , Termín konání akce Dětské rybářské závody 2018 je předběžně naplánován na 16. 6. 2016 a je spojen s oslavou Mezinárodního dne dětí, který se slaví každoročně 1. června 2018. Termín konání je záměrně posunut na konec června, poněvadž v předešlých termínech jsou již organizovány jiné aktivity pro děti. Obecní úřad Lhotka zve všechny mladé příznivce rybářského cechu na tradiční rybářské závody. Závody probíhají na obecním rybníce - Dolejší rybník, který byl v průběhu roku 2017 rekonstruován (provedena rekonstrukce hráze a provedeno odbahnění). Z tohoto důvodu se rybářské závody v roce 2017 nekonaly. V daném roce je proto plánováno opětovně navázat na tradiční rybářské závody, které jsou navštěvovány dětmi z širokého okolí. Loví se po celém obvodu rybníka, na jeden prut, místa lovu si závodníci losují před závode - při prezentaci. Povolené způsoby lovu jsou položená, plavaná a feeder. Je umožněn lov pouze na jeden návazec s jednoháčkem (bez krmítka a vnadění). Začátek závodu je v 8:00 hod. prezentace na místě od 7:30 hod. Závod probíhá dvoukolově, přestávka mezi koly je 15 min. na občerstvení, které je závodníkovi doneseno na místo lovu, případně si jej může závodník vyzvednout kdykoliv během závodu u hlavního pořadatele, který je k dispozici po celou dobu akce. Hodnocení: ulovené ryby měří rozhodčí. 1cm = 1bod. Po změření jsou ryby puštěny zpět. Jednu rybu si může závodník ponechat. Lovná část závodu končí v 11:00 hod. Po občerstvení soutěžících následuje soutěž ve všestrannosti:1) hod na cíl, 2) lov umělé ryby. Poté následuje vyhodnocení a předání cen. Závod je rozdělen do kategorií: a) součet délky úlovků b) největší úlovek c) všestrannost. Rozdělení cen v kategoriích: a) součet délky úlovků - každý závodník b) největší úlovek - první tři závodníci c) všestrannost - první tři závodníci. Žádost o dotaci na danou akci činí 5 000 Kč, přičemž je plánováno její profinancování v souvislosti se zajištěním požadavku na pořízení cen pro soutěžící, občerstvení, aj. , , Termín konání akce Prázdniny končí pod Plešivcem 2018 je předběžně naplánován na 1. 9. 2018. Sbor dobrovolných hasičů obce Lhotka (SDH Lhotka) ve spolupráci s obcí Lhotka pořádá v letošním roce již 8. ročník sportovní a kulturní akce ""Prázdniny končí pod Plešivcem"". Jak již z názvu vyplývá, je tato akce organizována hlavně pro malé příznivce – děti. Již při prvním ročníku měla tato akce velký ohlas, a proto jsme se rozhodli pro její každoroční opakování. Tato akce je rozdělena do několika částí. 1. část: Hasičské soutěže 2. část: Dětské soutěže 3. část: Vzdělávací ukázky - práce záchranářů - jednotek integrovaného záchranného systému (IZS) 4. část: Ukázka hasičské techniky - současná a historická 5. část: Kulturní - taneční zábava pod hvězdami. Předmětná kulturní akce se stala již tradiční akcí, která je navštěvována desítkami přespolních návštěvníků. Žádost o dotaci na danou akci činí 10 000 Kč, přičemž je plánováno její profinancování v souvislosti s hudebním večerem, a nákupem cen pro dětské soutěže. , , Termín konání akce Drakiáda 2018 je předběžně naplánován na 13.10. 2018. Akce Drakiáda má v obci již rovněž více jak 5 letou tradici, kdy v místní části obce tzv. ""Na Větrné"" je organizována akce, která láká především nejmenší obyvatele naší obce k dětským radovánkám spojených s ""pouštěním draka"". V souvislosti s danou akcí jsou organizovány dětské soutěže (skákání v pytlech, tanec s koštětem, zpívání, aj.). Žádost o dotaci na danou akci činí 5 000 Kč, přičemž je plánováno její profinancování v souvislosti se zajištěním občerstvení, a nákupem cen pro dětské soutěže. , , Termín konání akce Rozsvícení vánočního stromku je naplánován na 1. 12. 2018. Akce Rozsvícení vánočního stromku spočívá v uspořádání slavnostního rozsvícení vánočního stromu na návsi obce Lhotka, které je doprovázeno bohatým kulturním programem - sehráním připravených vánočních divadelních představeních našich nejmladších i dospělých členů sboru dobrovolných hasičů obce Lhotka. V letošním roce je plánováno již jubilejním 8. pokračování dané akce. Celá akce je doprovázena rovněž znalostními a dovednostními soutěžemi pro děti a mládež, které navozují společně se svou divadelní částí příjemné období Vánoc. Předmětem podpory dané žádosti je zakoupení drobných cen a vánočních dárečků pro účastnící se děti v předpokládané výši cca 10 000 Kč. Uskutečnění specifikované kulturní akce výrazně přispívá k obohacení kulturního života místních občanů (hlavně dětí), ale i přespolních občanů. ","schváleno RK","40000","30000","10000","75"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035515/2018","reprezentace na MS klubových posádek dračích lodí v Szegedu ","Finanční podpora pro Dragonteam Nymburk na MS klubových posádek dračích lodí v maďarském Szegedu. Dragonteam Nymburk jede obhajovat medailové pozice z minulého světového šampionátu, který se konal v roce 2014 v Itálii a Dragonteam Nymburk tam získal celkem 2 cenné kovy. MS konané v roce 2016 jsme se bohužel k velké finanční náročnosti celé akce nemohli zúčastnit MS pořádalo australské Sydney. Rádi bychom požádali o podporu Středočeský kraj, kteráý bychom tímto vzorně a hrdě reprezentovali v zahraničí. ","schváleno RK","180000","162000","80000","90"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2018","FHT/PHT/035538/2018","Svítilny pro JPO","Jsem velice potěšen přístupem a podporou Středočeského kraje směrem k dobrovolným hasičům, potažmo zřizovatelům jednotek skrze fond HAS. Mohu jenom konstatovat, že pro obec (zřizovatele jednotky) našich rozměrů je každá pomoc vítána a nezanedbatelná. Naopak jako zřizovatelé JSDH Kolešov, se snažíme aby všechny vynaložené prostředky měly své opodstatnění. Středočeský kraj letos směřuje svou podporu na svolávací zařízení- ,,TO JE ZÁKLAD 100% a včas vědět že se něco děje“ a poté včas reagovat. Toto jsme si také uvědomovali a tak jsme svolávací systém řešily. Dne 24. 11. 2017 byl v požární zbrojnici instalován systém FIREPORT-(sms hasičům, potvrzovací volání, příkaz k výjezdu, repro, monitor, tiskárna, záložní zdroj) tak jak to nyní v pravidlech požadujete. Nato, tři dny po zaplacení faktury mi byla doručena informace, že tento systém bude Středočeský kraj v letošním roce podporovat.Velice Vás prosím o schválení mimořádné podpory ve stejné výši jako je podpora svolávacích systémů. (25 tis.,-Kč) na dovybavení a to osvětlovací systém (ruční baterie pro hasiče) 6ks., Financování JPO v naší obci., Rok 2016- (31,5% rozpočtu obce) , Rok 2017- (14,25% rozpočtu obce)","schváleno RK","28097","25000","25000","88.9774709"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/035541/2018","Hmatová stezka","Předmětem projektu je vybudování hmatové (bosé) stezky v katastru obce Jenštejn v okrese Praha-východ., Záměr spadá do oblasti výchovy a vzdělávání. Stezka bude využívat MŠ Radonice, družina ZŠ Radonice, MŠ Jenštejn a Dětský klub Školička snů Jenštejn. Stezka bude rovněž určena pro širokou veřejnost – pro obyvatele obce Radonice, Jenštejn., Hmatová (bosá) stezka je speciální hmatový chodník určený k chůzi naboso. Široká veřejnost pak bude moci v bezpečné terénu vyzkoušet bosou chůzi po různých zpravidla přírodních površích. Jedná se o zdravou a příjemnou formu rekreačního vyžití., Budou použity různé materiály. Nejprve dojde k přípravným pracím v souvislosti se záměrem, poté bude nainstalován materiál a stezka bude uvedena do provozu. Rovněž bude zajištěna související propagace a publicita projektu., Předpokládané náklady projektu: 35 000,- vč. DPH. 5% projektu bude spolufinancováno z vlastních zdrojů žadatele., Žadatel splňuje podmínky oprávněnosti - jedná se o FO podnikající realizující aktivity ve smyslu čl. 1 Pravidel na území Středočeského kraje., ","schváleno RK","35000","33250","20000","95"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035542/2018","Podpora sportovní činnosti v roce 2018 – celorepublikové plachtařské soutěže","Případný příspěvek Středočeského kraje ze „Středočeského Fondu hejtmana a zmírnění následků živelních katastrof“ bude využit na podporu plachtařského sportu - k podpoře juniora Jana Vožeha (narozen 1995, bytem Rakovník, Kollárova 1889, RČ: 950613/1250, student FIT ČVUT) na nejvyšších celorepublikových akcích. , Těmi jsou: , Plachtařské mistrovství České republiky juniorů a akademiků (Raná 15. 7. - 27. 7. 2018), Plachtařské mistrovství České republiky regionů (Hodkovice 29. 7. - 11. 8. 2018) a dále pak Přípravné soustředění pro možnou reprezentaci ČR (pořádá Plachtařský spolek ČR, záštita OSK BL AČR - Hronov 5. 5. - 13. 5. 2018). , Účast na těchto akcích je, zejména pro juniory (v plachtařském sportu do 25 let věku), finančně velmi náročná (viz rozpočet parametry akce 1-3). , Dojde k reprezentaci Středočeského kraje na nejvýznamnějších plachtařských soutěžích, kluzák i vlek bude označen samolepkou Středočeského kraje. Součástí projektu je nejen samotná účast na těchto soutěžích, ale i tréninkové lety před těmito soutěžemi (parametr akce 4). Náklady na každou akci jsou tvořeny z částky za zapůjčení letadla (nejvýznamnější část – 30 tis. Kč rok), částky za aerovlek – vytažení kluzáku do vzduchu, dále pak na dopravu (a to jak na akci samotnou, tak i na občasné převozy kluzáku z polí při přistání mimo letiště), dalšími náklady jsou pak náklady na ubytování a stravování na těchto akcích a nákup zařízení pro záznam letu (parametr akce 5)., Podrobný rozpočet je přílohou projektu. , V roce 2017 se Jan Vožeh umístil (i díky trvalé podpoře Středočeského kraje v letech 2015, 2016 a 2017) v celostátní plachtařské soutěži mezi juniory na čtvrtém místě (http://www.cpska.cz/public/index3.php?lpg=cps) a na posledním „Plachtařském mistrovství juniorů a akademiků“ v Jihlavě v roce 2017 na jedenáctém místě (http://gliding.cz/souteze/2017/pmcr_j/index.php). Největším plachtařským úspěchem byl zisk „Zlatého plachtařského odznaku FAI se třemi diamanty“ s pořadovým číslem 197 (http://www.lkuo.cz/soubory/odznaky/ODZPL3D2.HTM). Plachtařský sport je sport velmi náročný a to nejen po finanční stránce – oproti jiným sportům je minimálně podporovaný. Vyžaduje velké znalosti z technických oborů, jakými jsou mechanika a elektrotechnika či meteorologie. Neméně významná je i podpora výuky cizích jazyků, vždyť komunikace mezi piloty i řízením letového provozu probíhá často v anglickém jazyce. Velký důraz je kladen na výchovu k osobní zodpovědnosti a bezpečnosti při vykonávaných činnostech. Děkuji Středočeskému kraji za dosavadní podporu a uvítám příspěvek i nižší než je celková požadovaná dotace., ","schváleno RK","92667","37000","20000","39.92791393"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035551/2018","Praha – Karlštejn Tour České spořitelny","Jsme spolupořadatelem této akce. Již 18. ročník divácky atraktivní dvoudenní mezinárodní akce ze seriálu Kolo pro život, která probíhá v celém okolí křivoklátských lesů. Na start postaví více než 2000 sportovců, z čehož 400 -  500 tvoří děti. , Česká televize z akce pravidelně pořizuje reportáž pro až 70000 diváků. Nárůst počtu účastníků až o desítky % ročně dokazuje, že akce na horských kolech efektivně pomáhá dětem i dospělým k návratu od stolů a počítačů opět ke sportu a volnočasových aktivitám v přírodě., Z průzkumů vyplývá, že cyklistika je nejoblíbenějším a nejrozšířenějším sportem mezi všemi věkovými kategoriemi, ambasadory a přímými účastníky projektu jsou hokejista NHL Tomáš Hertl, olympijský vítěz a několikanásobný medailista cyklista Jaroslav Kulhavý či Petr Čech, česká i mezinárodní fotbalová legenda., Za celou historii konání akce se jí aktivně zúčastnilo skoro 35000 osob. V neposlední řadě rovněž roste účast zahraničních návštěvníků ze Slovenska, Polska, Německa, ale i Mexika, Číny, či Vietnamu., ","schváleno RK","229000","200000","200000","87.33624454"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/035562/2018","Podpora talentu JANY ZVÍŘECÍ na soutěžní ročník 2018/2019","Podpora talentu mé dcery JANY ZVÍŘECÍ - 14 leté olympijské vítězky v disciplíně snowboarding - paralel slalom, a stříbrné medailistky v disciplíně snowboardcross na letošní Zimní Olympiádě Dětí a Mládeže v Pardubickém kraji. Nový soutěžní ročník 2018/2019 startuje zimní přípravou na první závody již v září 2018 a pokračuje až do května 2019. Pro zajištění odpovídající úrovně materiálních a tréninkových podmínek (tréninkové a závodní lyže, boty, závodní kombinézy, tréninky na ledovcích v podzimním období, kvalitní servis, trenéři), žádám o poskytnutí daru pro další rozvoj sportovního talentu mé dcery JANY ZVÍŘECÍ. ","schváleno RK","250000","200000","50000","80"
