"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům","","",""
"Sportovní aktivity","2016","FHT/PHT/030396/2016","Sportovní den hasičských přípravek III a zabezpečení garážového stání Praga AN","Dobrý den,, , i v letošním roce pořádáme v pořadí již třetí soutěž pro nejmenší členy sborů dobrovolných hasičů „Sportovní den hasičských přípravek III“.                                                                    Jedná se o soutěž v požárním útoku pro družstva SDH v kategorii přípravka, tj. ve věku 3-6 let.                                                                                                                                            ,                                                                                                                                                       , 2014                                                                                                                                         , účast družstev ze čtyř okresů – Kolín, Kutná Hora, Nymburk a Praha – východ                 ,                                                                                                                                                       , 2015                                                                                                                                         účast družstev ze tří okresů – Kolín, Praha – východ a Příbram                                            ,                                                                                                                                                       , Termín soutěže byl stanoven na neděli 11. září 2016, opět na atletickém stadionu v Českém Brodě. Akci přislíbilo podpořit Město Český Brod.                                                                    ,                                                                                                                                                       , V rámci soutěžního dne se děti spolu s vedoucími sejdou na hřišti v Českém Brodě. Program ve formě ukázek požárního útoku bude zajištěn jednotlivými soutěžícími a jejich vedoucími.  , Použitý příspěvek od Středočeského kraje by byl určen na diplomy a medaile pro děti, drobné upomínkové předměty a zajištění zázemí (nájem areálu, mobilní wc apod.)                                                                                                                                                               ,                                                                                                                                                       , Současně Vás žádáme o finanční podporu na zajištění zabezpečení garážového stání pro naše historické hasičské vozidlo Praga AN, které nám bezplatně poskytlo Město Český Brod – poté, co jsme se byli nuceni z důvodu chybějícího prostoru vystěhovat z prostor Hasičského záchranného sboru, Územní odbor Kolín, stanice Český Brod.,                                                                                                                                                       , Předběžná účast cca 80 dětí (SDH Čelákovice – 1 družstvo, SDH Český Brod – 1 družstvo, SDH Klučov – 2 družstva, SDH Kšely – 1 družstvo, SDH Ovčáry – 2 družstva, SDH, Poříčany – 1 družstva, SDH Rostoklaty – 1 družstvo, SDH Třebonice – 1 družstvo, SDH Zásmuky – 1 družstvo, Zličín – 1 družstvo),                                                                                                                                                       , Hlavním organizátorem akcí je Lída Voslářová (já). Jsem starostkou SDH Český Brod, školenou vedoucí mládeže II., předsedou Podlipanské ligy, o. s. a zároveň členkou Výkonného výboru Okresního sdružení hasičů Kolín a členkou Krajské rady prevence KSH Středočeského kraje., , ","schváleno RK","20500","14500","","70.73170732","","",""
"Kulturní aktivity","2016","FHT/PHT/030397/2016","IX.Svatohubertské kulinářské slavnosti"," Kulturně společenská akce v regionu Středočeského kraje (obec Klokočná, Praha východ) s celorepublikovým významem na podporu myslivosti a konzumace zdravé potraviny - zvěřiny. Během akce budou moci návštěvníci ochutnat jídla ze zvěřiny.","schváleno RK","80000","40000","","50","","",""
"Vzdělávání","2016","FHT/PHT/030399/2016","PŘÍMĚSTSKÝ TÁBOR KOVANICE 2016","Týdenní příměstský tábor pro děti od 3 do 10ti let. Každý den od 6:30 do 16:30h je pro děti připraven výchovně-vzdělávací program obohacený o celodenní autobusový výlet, sportovní zážitky a rozvíjení kreativity.","schváleno RK","80000","40000","","50","","",""
"Kulturní aktivity","2016","FHT/PHT/030402/2016","Kulturní invaze - Divadelní festival Kutná Hora 2016","Třídenní festival je druhým ročníkem akce, která loni zahájila novou divadelní tradici nejen v Kutné Hoře, ale celých středních Čechách. Stejný tvůrčí a produkční tým jako loni připravuje i druhý ročník. Festival v Kutné Hoře oživuje divadlem netradiční prostory – v loňském roce bývalý pivovar v Sedlci, v letošním kutnohorskou synagogu. Středem dění bude i tentokrát prostor Galerie Středočeského kraje, především pak Vodní scéna. Další akce se odehrají v Městském Tylově divadle a na veřejných prostranstvích, např. Palackého náměstí v centru města. Festival nabídne na dvacet produkcí, včetně dětských představení, a jeden původní projekt, připravený přímo pro festival, který bude mít v Kutné Hoře premiéru: jde o autorskou inscenaci úspěšného režiséra Jana Friče, držitele prestižního ocenění Cena české divadelní kritiky za rok 2014. Ze Slovenska přiveze festival avantgardní divadlo Stoka s novou inscenací legendy slovenského divadla, režiséra Blaha Uhlára, Kritérium (první uvedení v Česku). Pořadatelé festivalu též jednají s Velvyslanectvím Státu Izrael, jehož podpora by vyústila v hostování předního izraelského souboru Malenki Theatre z Tel Avivu s inscenací Krále Leara. Dalšími hosty festivalu budou oceňované soubory české nezávislé scény: A studio Rubín, Handa Gote, Divadlo X10 či soubor Lachende Bestien. , Po dokončení fundraisingu a jednání s partnery a pozvanými umělci bude v červnu 2016 představen program letošního ročníku a zahájena propagace. ","schváleno RK","300000","110000","","36.66666667","","",""
"Sportovní aktivity","2016","FHT/PHT/030404/2016","Handy cyklo maraton 2016","Unikátní sportovní projekt na podporu a integraci handicapovaných. Do projektu se zapojují všechny kraje ČR. Záštita hejtmana Středočeského kraje, záštita předsedy Asociace krajů ČR, Ministryně pro místní rozvoj, Ministryně práce a soc. věcí atd. O projektu již byl podrobně spraven ředitel kraje a jeho kolegové, i pan hejtman. Dotace bude využita na organizaci a propagaci části projektu konané pouze ve Středočeském kraji. ","schváleno RK","2250000","50000","","2.22222222","","",""
"Podpora činnosti","2016","FHT/PHT/030446/2016","Rozvoj a podpora regionu","Žadatel působí a bude působit v regionu mladoboleslavsko. V rámci své činnosti monitoruje, vyhodnocuje a podporuje potřeby jednotlivých subjektů veřejného i soukromého sektoru. Aktivně podporuje rozvoj měst a obcí, konzultuje možnosti podpory školských a předškolských zařízení, úzce spolupracuje s neziskovými organizacemi, zejména s organizacemi ochrany životního prostředí a organizacemi zabývajícími se podporou a neformálním vzděláváním dětí a mládeže. V rámci své činnosti žadatel poskytuje nejen bezplatné poradenství, ale také organizuje společná setkání a konference zaměřené vždy na určité téma (např. životní prostředí, sociální věci, možnosti dotační podpory, apod). V těchto aktivitách podporujících region bude žadatel dále pokračovat a rozvíjet je podle aktuální potřeby subjektů, se kterými spolupracuje. ","schváleno RK","211000","200000","","94.78672986","","",""
"Podpora činnosti","2016","FHT/PHT/030409/2016","Hurá do Domečku po prázdninách","Městský dům dětí a mládeže Vlašim ""Domeček"" nabízí pro následující školní rok 2016/2017 116 zájmových kroužků. V rámci kroužků jsou pořádány soutěže, závody a hry a v této souvislosti jsou děti  odměňovány. Odměny pro soutěže pořádané v budově Domečku jsou určeny na sportovní hry, soutěže o nejrásnější keramické výrobky, odměny pro vystupující děti tanečních a divadelních představení, závody konané v rámci jupingu a ostatní cvičení. Odměny pro soutěže pořádané na zahradě Domečku jsou určeny na sportovní hry (hra na třetího, házení na terč, skákání na trampolíně, přes švihadlo, skákání gumy, panáka a skákání v pytlích. Odměny pro hry a soutěže konané na odloučených pracovištích jsou určeny pro sportovní hry (miniatletika, volejbal, fotbal, dodgeball, stolní hry, šachové kroužky a další. V období září budou probíhat všechny tyto akce, a to hlavně v rámci náboru do našich zájmových kroužků., Rozpočet:, odměny pro vedoucí ZÚ 5000,-- Kč,, odměny - soutěže na zahradě 3000,-- ,, balonky 3000,-- Kč,, krepovací a jiné papíry a pomůcky 3000,-- Kč,, cukrovinky 6000,-- Kč,, plyšové hračky 4000,-- Kč,, pastelky,tužky,propisky  3000,-- Kč,, odměny pro odloučená pracoviště 4000,-- Kč,, Celkem: 28000,-- Kč","schváleno RK","28000","25000","","89.28571429","","",""
"Sportovní aktivity","2016","FHT/PHT/030412/2016","Mistrovství světa Spartan Race 2016","Vážený pane hejtmane. Jsem šestadvacetiletý občan Kutné Hory a český reprezentant v extrémních překážkových běích. V roce 2015 jsem se díky Vaší podpoře mohl zúčastnit svého prvního mistrovství světa Spartan Race v americké Kalifornii, kde jsem skončil na 58. místě v elitní kategorii a hrdě jsem tam reprezentoval Středočeský kraj. I v první polovině roku jsem vynaložil úsilí a na své náklady jsem se zúčastnil několika závodů ve střední Evropě, kde jsem získal potřebné body a znovu se kvalifikoval na MS, které se letos opět běží v americké Kalifornii. Rád bych díky vaší podpoře jel vylepšit loňské umístění a znovu reprezentovat naší zemi a kraj. Momentálně jsem v první pětce mezi českými běžci. Věřím, že každodenním tréninkem se posunu ještě dál. Žádám vás tedy o finanční podporu, která je nesmírně důležitá pro finančně nákladnou cestu do USA. Účast na MS vyjde na 60.000 Kč, žádám Vás o finanční odporu ve výši 50.000 Kč. Veškeré náklady si jinak hradím sám z vlastních zdrojů, což pro mě není vůbec jednoduché. Předem děkuji za Vaší podporu, které si nesmírně vážím!","schváleno RK","60000","50000","","83.33333333","","",""
"Podpora činnosti","2016","FHT/PHT/030415/2016","Nové stany pro skautské středisko","Z dotace bude pořízeno 10 kompletních stanových podsad s postelovou deskou, konstrukcí pro plachtu a stanovou plachtou. Podsady budou sloužit výhradně pro potřeby skautského střediska Modrý kruh Slaný a budou využívány pro více jak 90 táborníků na letních táborech. Staré táborové stany jsou bohužel již v nepoužitelném stavu a jejich oprava není možná. Pro možnost konání táborů tak musí dojít k obnově stanového fondu.","schváleno RK","76950","73000","","94.86679662","","",""
"Sportovní aktivity","2016","FHT/PHT/030423/2016","Lidický okruh 3. ročník","Pořádání Lidického okruhu je společným projektem Památníku Lidice a obce Lidice. Rok 2016 je 3. ročník spanilé jízdy veteránů. Trasa jízdy povede okruhem kolem obce Lidice. , Program:, 10.00-11.00    Sraz a registrace účastníků před Lidickou galerií, doprovodné programy pro děti., 11.00-12.00    Prohlídka veteránů a jejich hodnocení v anketě diváků i odborníků. , 12.00-13.00    Spanilá jízda na okruhu kolem Lidic, 13.00-13.15    Vyhlášení vítězů divácké a odborné ankety o nejkrásnější veterány před Lidickou galerií, 13.30        Ukončení programu,  Dne veteránů pod názvem Lidický okruh vyhlásili pořadatelé v roce 2014 jako připomínku na předchozí závody motocyklů a automobilů pořádané v Lidicích v 50. letech minulého století. Úlohou obce Lidice je zajištění propagace akce formou plakátů a inzerce v místních časopisech. Dále zajištění bezpečnosti provozu během pořádání závodu. Obec zajistí v kulturním programu vystoupení etno kapely Kováč. Dále bude zajišťovat občerstvení závodníků a vystupujících v kulturním programu, který bude celý závod provázet. Následně dary pro vítěze a účastníky závodu. Cílem je vytvoření brožurky, která bude vycházet z historie závodu a bude dokumentovat každý z pořádaných ročníku až po dobu obnovení.","schváleno RK","23000","20000","","86.95652174","","",""
"Kulturní aktivity","2016","FHT/PHT/030424/2016","Slovník výtvarníků Nymburska","Zdokumentovat současnou situaci (text a fotografie tvorby) výtvarníků Nymburska a Polabí. Každý výtvarník bude prezentován dvoustranou s ukázkami tvorby a základními daty ze života výtvarníka. Budou zastoupeni malíři, sochaři, fotografové, grafici atd. ","schváleno RK","120000","60000","","50","","",""
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2016","FHT/PHT/030427/2016","Modernizace rozhlasu obcí Hudlice, Trubín, Trubská, Svatá","Předmětem projektu je modernizace a zkvalitnění stávajících varovných informačních systémů (obecních rozhlasů) obcí Hudlice, Trubín, Trubská a Svatá. V současnosti jsou v těchto obci stávající rozhlasy v nevyhovujícím stavu z důvodu zastaralého systému ovládání a špatného stavu bezdrátových hlásičů. Obce si pořídily bezdrátový rozhlas v roce 2006 v rámci dotace SROP. Výrobcem bezdrátových rozhlasu byla firma Vegacom a.s. a typ bezdrátového rozhlasu je VISO. Tento systém však dnes již nevyhovuje požadavkům na bezdrátový obecní rozhlas, protože ovládání tohoto systému se provádí z počítačové aplikace ULTRAC PAS, která běží pod operačním systémem Windows XP, ještě na původních PC z roku 2006.  Struktura řízení obecních rozhlasů je na bázi server klient, kde hlavní vysílací pracoviště (server) je na obecním úřadě v Hudlicích a klienti jsou na obecních úřadech Trubín, Trubská a Svatá. Klienti jsou spojeni se serverem prostřednictvím sítě Coprosys, která je nepoužitelná pro potřeby obce a navíc je finančně náročná a zbytečné zatěžuje obecní rozpočty.Hlavním cílem technického řešení je zprovoznění obecních rozhlasů zainteresovaných obcí, tak aby co nejefektivněji využily dříve vynaložené finanční prostředky. Priorita modernizace spočívá ve výměně ovládacích aplikací ve všech obcích. Z důvodu koncepce bezdrátových rozhlasů musí tato výměna nastat najednou u všech obcí. Dále je třeba  výměna řídícího PC na obecním úřadě Hudlice za nové výkonné PC, které zajistí 24 hodinový bezproblémový provoz. Na OU Hudlice bude nainstalovaná aplikace Server Klient, která zajistí bezproblémové ovládání bezdrátového rozhlasu v obci Hudlice. Na jednotlivých úřadech Trubín, Trubská a Svatá budou na stávající PC nainstalované nové aplikace klient, které umožní po internetu propojení s OU Hudlice ovládání jednotlivých obecních rozhlasů., Propojení klient server mezi jednotlivými obecními úřady bude pomocí stávajících internetových připojení, které obecní úřady používají pro výkon veřejné správy. Nebude se tedy využívat stávající síť Coprosys, která je zastaralá, je za hranici životnosti a zbytečně zatěžuje rozpočty obcí, které tuto síť využívají pouze pro potřeby obsluhy obecních rozhlasů.  Modernizací rozhlasů bude zajištěno snížení provozních nákladů na zastaralou síť Coprosys a provoz zastaralého PC určeného pro provoz rozhlasu., Dále bude řídící pracoviště na OU Hudlice doplněné GSM bránou s telefonním prostupem, který umožní ovládání všech obecních rozhlasů z mobilních telefonu, tak, že každý starosta si bude moci ze svého mobilního telefonu hlásit do své obce. Tento prostup dále umožní zasílaní SMS, emailu pro jednotlivce nebo skupiny obyvatel v jednotlivých obcích., ","schváleno RK","96316","91316","","94.80875452","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/030515/2016","Ne dětem ulice","Jedná se o projekt pomoci dětem s individuálními zdravotními problémy. Vybudování úložného prostoru pro zdravotní a rehabilitační  pomůcky , 1. etapa  a zabránit tak umenšení skupiny dětí v klubovně. Jde  o celkerm 80000Kč. 50000Kč dotace ( bez níž se neobejdeme) 20000Kč sponzor a 10000Kč odpracují rodiče dětí.  2. etapa:  Vybudování místnosti pro skupinu dětí k volnočasovým aktivitám. Prozatím neřešíme, až po skončení 1. etapy. Prosíme o naplnění příslibu pana hejtmana z roku 2015. Přípravné práce jsme již zahájili dne 25.07.2016, spolehlivou místní  firmou, HS zašleme s rozpočtem v písemné podobě. Děkujeme","schváleno RK","70000","50000","","71.42857143","","",""
"Kulturní aktivity","2016","FHT/PHT/030426/2016","Meet the Street - festival urban kultury","Meet the Street je festival, který se koná 2.7. 2016 v areálu Beach Park Mlékojedy. Spojuje milovníky tance, hudby, streetartového umění a adrenalinu. Jedná se o pohodovou akci určenou pro příznivce streetové komunity. Dává si za cíl podpořit současnou scénu urban kultury, vytvořit příležitosti seberealizace pro aktéry této komunity a zároveň zajistit větší podporu veřejnosti, médií a sponzorů. Doufáme, že naše  akce bude přínosem pro velké množství  lidí a ukážeme aspoň některým z nich, zvláště mladistvím, novou formu zábavy a trávení volného času., K účasti na festivalu budou osloveni jak jednotlivci z řad veřejnosti, tak zástupci určitých komunit (tanečníci, bikeři, parkouristé apod.), , Program:, • tanec (battle, workshop, vystoupení, jam), • taneční módní přehlídka, • dráha skate, bmx, brusle, • motocross (volná zábava), • parkour (vystoupení a workshop), • soutěže na vodě, • graffiti (stěna), • foto stěna (vytvořena z legál graffiti), • workout hřiště, • hudební koncert , • Dj´s, , Dále budou po celou dobu akce k dispozici trampolíny, lezecká stěna, pláž, beachvolejbal, stánky s oblečením a občerstvením, dětské hřiště, Po akci bude možnost přespání ve stanovém městečku., Odkaz na facebookovou událost: https://www.facebook.com/events/1707795929508819/, , Na uskutečnění projektu se podílí realizační tým spolu s majitelem areálu, avšak veliká pomoc plyne i z řad účastníků urban komunity. Pro realizaci projektu využíváme jak cizí, tak vlastní zdroje. Cizí zdroje by pak měly pokrýt výnosy ze vstupného a poplatků za aktivity v rámci festivalu.","schváleno RK","125200","30000","","23.96166134","","",""
"Kulturní aktivity","2016","FHT/PHT/030420/2016","4. ročník hist. slavností - 440 let korunovace Rudolfa II.","Historické slavnosti (dříve „Císařský den“) jsou 4. ročník zábavně vzdělávacího projektu s historickou tématikou. Každoročně se zaměřujeme na jiné historické údobí jiného panovníka - císaře a jeho dobu (módu, zvyky, hudbu, tance, vojenskou výzbroj atd.). Také se zaměřujeme na přiblížení osobností dané doby návštěvníkům. V minulých ročnících to byl Napoleon, Dobrý voják Švejk a maršál Radecký, Mistr Jan Hus a Král Václav IV. Letos přiblížíme oživlou legendu rabína Löwa a jeho Golema (téměř 5 m vysoká figurína). Nebudou chybět alchymisté a hvězdopravci, spojení se dvorem a dobou císaře Rudolfa II. Na své si přijdou malí i velcí návštěvníci. Nebude chybět katovna ani kejklíři. Celodenní program zpestří ukázky řemesel na stylové tržnici. Touto akcí zároveň oslavíme 25 let fungování našeho sdružení. My slavíme, ale dárek v podobě této akce dostanou naši diváci.","schváleno RK","185000","40000","","21.62162162","","",""
"Podpora činnosti","2016","FHT/PHT/030421/2016","Moravská brigáda-podpora Aktivní zálohy","Dodání knihy s vojenskou tématikou jako podpora činnosti Aktivní zálohy AČR ze strany hejtmana Středočeského kraje","schváleno RK","53000","50000","","94.33962264","","",""
"Rekonstrukce v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2016","FHT/PHT/030454/2016","Stavební příprava pro tenisovou halu","Cílem tohoto projektu je provedení stavebních úprav tenisových kurtů, které jsou nezbytné pro postavení nové přetlakové nafukovací haly tenisové haly TJ SPARTA Kutná Hora, z.s. . Stávající tenisová hala je již nefunkční a pro pořízení nové přetlakové nafukovací tenisové haly jsou zapotřebí značné stavební úpravy. Hala je prostředkem pro zajištění sportování v zimních měsících, kdy již není možné hrát venku. Zároveň slouží jako zdroj příjmů pro částečné pokrytí nákladů na provoz tenisového areálu v letních měsících. Samotná hala bude financována z půjčky Města Kutné Hory, z finančních prostředků získaných od sponzorů, případně z dotace Města Kutné Hory. V prvotní fázi tenisový oddíl  hledá finanční prostředky na provedení nezbytných stavebních úprav kurtů. Vzhledem k tomu, že nový výbor tenisového oddílu byl zvolen a ustanoven v červnu 2016, dovolujeme si využít jediného dostupného dotačního titulu v rámci Středočeského kraje, protože stavební úpravy kurtů musí být dokončeny do října 2016. , Tenisový oddíl TJ SPARTA Kutná Hora, z.s. , má širokou mládežnickou základnu, která by mohla v zimě využívat antukové kurty v hale, což je pro jejich tenisový rozvoj důležité. Cílovou skupinou jsou děti a mládež, sportující ženy a muži až do seniorského věku.","schváleno RK","330000","100000","","30.3030303","","",""
"Kulturní aktivity","2016","FHT/PHT/030432/2016","Loučení s prázdninami v Načeradci ","Spolek „Kamarádi Načeradce“ pořádá každoročně poslední víkend o letních prázdninách akci pod názvem „Loučení s prázdninami“. V letošním roce připravují členové tohoto sdružení velmi zajímavý den pro děti. Celá akce má název „Piráti z Karibiku“., , Start je naplánován na 12:30 hodinu. Tato akce se koná na hřišti v Načeradci. Děti čeká 16 zastávek s motivy „Pirátů“ a postaviček souvisejících s tímto tématem. To vše v podání členů spolku Kamarádi Načeradce. Snažíme se vždy pro děti připravit den plný zábavy. Děti budou procházet tato stanoviště a plnit různé úkoly a soutěže za odměny v podobě školních potřeb, pro starší děti připravujeme odměny v podobě stolních her a ostatní odměny.,  , Program pro děti a samozřejmě i dospělé je připraven po celé sobotní odpoledne. V 16:00 hodin je připraveno divadelní představení v podání Divadélka Kůzle. Po divadle je připraveno cca na 17:00 hodinu vystoupení skupin Mažoretek Vlašim. Vystoupí tři skupiny – vystoupení skupin, dua a sóla mažoretek z Vlašimi v přibližně hodinovém programu., , Celý den budou děti moci navštívit uměleckou výtvarnici, která bude děti malovat. Děti mohou také mohou navštívit umělce, který se zabývání tetováním. Na hřišti bude probíhat batikování v podání spolku Kamarádi., , Po celé odpoledne nás bude provázet DJ Novák. , , Od 19:00 hodin začne pro děti „Dětská zábava“ na parketě, v podání hudební skupiny UNIGENA BENEŠOV, během které proběhne ohňostroj. , , Tohoto dne se zúčastní cca 150 dětí naší obce s rodiči i prarodiči. Cílem akce je využití volného času dětí a mládeže. Role našeho sdružení má v obci Načeradec velmi kladný vliv na společenský život v obci. Naše sdružení tímto propaguje Načeradec v oblasti pod Blaníkem a nejen zde., , Akci propagujeme na rádiu Blaník, v místním tisku, v místním rozhlase, v týdeníku Jiskra a v, deníku Benešovský deník a díky středočeskému kraji – fondu hejtmana., , , , , , , , CÍL AKCE A FINANČNÍ ROZVAHA, , Koncem srpna proběhne v Načeradci již tradiční akce s názvem „Loučení s prázdninami“, tentokrát pod názvem „Piráti z Karibiku“. , Od 12:30 do 21:00 hodin je pro děti připraven program na hřišti v Načeradci. Od 12:30 hodin budou děti procházet zastávkami, kde budou čekat postavičky – pirátů, pirátek a souvisejících postaviček. Za splnění úkolu obdrží sladkou odměnu nebo odměnu v podobě školních potřeb, propagačního materiálu městyse a okolí. Dále bude pro děti na hřišti připravena další zábava – batikování, umělecká výtvarnice, pohádka v podání Divadélka Kůzle, vystoupení Mažoretek Vlašim a hraní pro děti. Celým dnem nás bude provázet DJ Novák. Od 19:00 hodin je připravena dětská zábava v podání hudební skupiny Unigena Benešov a ve 20:30 hodin ohňostroj., , Rozpočet akce:, , Výdaje, Propagace				  	   2.000,-, (plakáty, propagační předměty – fotografie, tisk), Materiálové náklady				10.000,-, (šití obleků - piráti, odměny pro děti – omalovánky, školní potřeby, knihy, hry), Odměna – divadlo Kůzle			5.000,-, (pohádka + doprava), Odměna – Mažoretky Vlašim			5.000,-, (vystoupení + doprava), Odměna – umělecká výtvarnice		 5.000,-, (malování pro děti), Odměna – hudební skupina Unigena	12.000,-, (dětská zábava), Ohňostroj					  6.000,-, Celkem					45.000,-, ","schváleno RK","45000","33000","","73.33333333","","",""
"Podpora činnosti","2016","FHT/PHT/030433/2016","Nákup medometu","Jako začínající včelař žádám o dotaci na nákup nového medometu, který potřebuji nutně pro rozvoj včelařství., ","schváleno RK","24000","22000","","91.66666667","","",""
"Kulturní aktivity","2016","FHT/PHT/030468/2016","Noc na Karlštejně","Žádost o dotaci na pořádání kulturní akce se zájmem města , Příspěvek bude použit na realizaci divadelní hry se zpěvy Noc na Karlštejně kutnohorského spisovatele Jaroslava Vrchlického, Premiéra je plánována na 29.10.2016 čímž se symbolicky uzavře turistická sezona ve městě a zároveň se Kutná Hora včlení do celorepublikových oslav 700 let výročí narození císaře Karla IV. – Otce vlasti, Po dobu dalších min. pěti let , 2017 – 2022 se Noc na Karlštejně se bude uvádět jako letní představení pod širým nebem v areálu Vlašského dvora. Obohatí se tím kulturní vyžití jak pro české turisty, tak pro místní obyvatele. Se hrou budeme vyjíždět i mimo rámec města a tím chceme Kutnou Horu propagovat a reprezentovat., Žádáme o příspěvek ve výši   20.000 Kč na pořízení kostýmů, kulis a rekvizit., Jména sponzorů budou uváděna na všech reklamách ať vtištěné nebo internetové formě., ","schváleno RK","175000","20000","","11.42857143","","",""
"Kulturní aktivity","2016","FHT/PHT/030440/2016","Koně pro Kapku naděje 2016","Charitativní akce pro NF Kapka naděje, jedná se o divadelní jezdeckou parádu s tancem, hudbou, krásnými kostými a choreografiemi. Akce není výdělečná, vstupné v plné výši je předáno NF a dále putuje na vybrané dětské oddělení. Celkem za všechny ročníky již „koně předali“ krásných 212097 Kč. Jedná se o prezentaci chovů koní různých plemen v ČR, chovatelská akce ovšem pojatá v jiném duchu. Den je tedy určený pro širokou veřejnost, ale také pro významné hosty. Těmi jsou každoročně dětští pacienti z hematoonkologie FN Motol, Děti z domova s mentálním postižením a děti z Dětského domova. Ti všichni mají v ten den všechno zdarma a snažíme se je zahrnout dárky a maličkostmi, bohatý doprovodný program, který je nedílnou součástí celého dne je nachystaný nejen pro ně, ale i pro děti návštěvníků. Letos máme opět v programu baletní solisty Národního divadla, operního tenoristu a doprovod „live“ v podání báječné kapely. Náklady spojené s realizací projektu stále stoupají, kostýmy, ubytování pro účastníky, cestovné, ozvučení,  nájem prostor a jiné … ","schváleno RK","153500","30000","","19.54397394","","",""
"Sportovní aktivity","2016","FHT/PHT/030443/2016","záštita nad závodem Extraligy MČR družstev 7.9., podpora sportovní činnosti mládeže","zajištění organizace vrcholného závodu podle platných řádů, výchova mladých jezdců včetně nákladů na údržbu a provoz závodních motocyklů","schváleno RK","187000","120000","","64.17112299","","",""
"Sportovní aktivity","2016","FHT/PHT/030463/2016","Podpora sportovních aktivit talentované mládeže"," Zajištění sportovních aktivit talentované mládeže, podpora zajištění provozních nákladů spojených s účastí v soutěžích ( doprava na závody), přípravě na soutěže ( hokejbalové a plavecké soustředění). Zajištění sportovního vybavení pro mládež ( sportovní soupravy : mikina, tepláky, triko).Podpora při zajišťování soutěží pořádaných klubem ( medaile a poháry pro vítěze).Propagace Středočeského kraje akcích pro veřejnost a na republikových akcích(  Zimní mistrovství žactva- plavání) a na sportovním vybavení mládeže.Naše okresní unie podporuje sdružené sportovní svazy  a tělovýchovné spolky zajištěním lepších podmínek pro zabezpečení soutěží, jejich zpracování, sportovní ceny, pronájmy sportovišť, úhrady nájmů a energií, dopravu, vedení účetnictví.Finanční podpora klubů je nedostatečná, snažíme se klubům pomáhat a podporovat mládež s využitím grantů. I v letošním roce bychom se rádi zaměřili na talentovanou mládež. Např. v oddíle plavání máme závodníky, kteří se pravidelně umísťují na předních místech republikových závodů, a dokonce získali i medaile na Letní olympiádě dětí a na Mistrovství České republiky.V současné době bez další finanční podpory již nemůžeme podporovat veškeré sportovní aktivity a pokrýt náklady spojené se sportovní činností.","schváleno RK","120000","100000","","83.33333333","","",""
"Kulturní aktivity","2016","FHT/PHT/030532/2016","1.Mezinárodní festival "" Život je krásný""","Akce se koná - Michalovce a Zemplínská Šírava, Slovensko, Sportovní soutěžení , navazování  kontaktů mezi těmito skupinami","schváleno RK","55000","50000","","90.90909091","","",""
"Podpora činnosti","2016","FHT/PHT/030457/2016","Včelařství na Vrškách","Zahájení chovu včel s postupným udržitelným rozvojem. Cílem je postupné rozšíření chovu na 8 až 10 včelstev. Včelařství bude umístěno na vlastním pozemku mimo obec s dostatečnou nabídkou pastvy pro včely. Začínající včelařství je potřebné zařídit veškerým vybavením pro chov včel od úlů a včelstev po prostředky ke zpracování medu a ochranné pomůcky pro včelaře. , Pro instalování úlů je zapotřebí vyrobit     podstavce pro úly a následně je instalovat. Nákup úlů by měl být bezproblémový, je však zapotřebí vyrobit z nakoupených přířezů a mezistěn vnitřní vybavení úlů. Do takto připravených úlů je možné následně přemístit objednané oddělky a začít se samotným chovem včel.  ","schváleno RK","29700","20000","","67.34006734","","",""
